observation_id,cluster_code,subject_strong,question_code,tag,status,created_at,tier,own_strong_contaminated,other_word_contaminated,contaminated_detail,obs_text
215,M67,G0692,M0.5.10,answered-no-flag,draft,2026-09-17T16:26:59Z,context-only,False,True,"2Pet.1.8:G2962G role=['M72', 'T7'] live=['T7']; 2Pet.1.8:G2424G role=['T7', 'T8'] live=['T7']","The full arc runs from concrete physical/economic non-work (fallow land, idle money, unemployed persons standing in the marketplace) through morally-charged idle speech (careless words that will be judged) to a metaphorical extension describing spiritual unproductiveness (ineffective/unfruitful in the knowledge of Christ). The range consistently centers on absence of expected productive output across physical, verbal, and spiritual domains."
216,M67,G0692,M0.5.11,surface-gloss-divergence,draft,2026-09-17T16:26:59Z,context-only,False,True,"2Pet.1.8:G2962G role=['M72', 'T7'] live=['T7']; 2Pet.1.8:G2424G role=['T7', 'T8'] live=['T7']","In 2Pet.1.8 ἀργός shifts from its base 'idle/unemployed' gloss to a metaphorical 'ineffective' sense applied to spiritual qualities, paired with ἄκαρπος ('unfruitful') -- the nuance here is qualitative barrenness of Christian character rather than literal non-labor. In Matt.12.36 the shift is toward 'careless/thoughtless' applied to speech -- not mere silence but reckless, unweighed utterance that incurs judgment, a moral-culpability nuance absent from the base 'idle' sense. In Matt.20.6 the term sits squarely within its base literal sense (physically standing idle, unemployed) with no notable shift."
217,M67,G0692,M0.6.5,tightly-related,draft,2026-09-17T16:26:59Z,relational-question,False,True,"2Pet.1.8:G2962G role=['M72', 'T7'] live=['T7']; 2Pet.1.8:G2424G role=['T7', 'T8'] live=['T7']","In 2Pet.1.8, ἀργός/ἄκαρπος (M67) modifies the state of the believer's relation to M15 (knowledge/ἐπίγνωσις) -- the diligence-cluster term functions as the negative condition that increasing virtues (qualities named in v.5-7) are said to prevent, making M67 the hinge describing failure-mode outcome relative to M15's positive content."
221,M67,G4710,M0.1.2,answered-no-flag,draft,2026-09-17T16:26:59Z,context-only,False,True,"Rom.12.11:G2962G role=['M72', 'T7'] live=['T7']","σπουδή derives from σπεύδω ('to hasten'). LSJ shows the primary sense as physical 'haste, speed', extending to 'zeal, pains, trouble, effort' and 'earnestness' as a serious, engaged disposition contrasted with playfulness (παιδιά). Mounce/tree agree: haste, diligence, enthusiasm, zeal."
224,M67,G4710,M0.5.2,answered-no-flag,draft,2026-09-17T16:26:59Z,context-only,False,True,"Rom.12.11:G2962G role=['M72', 'T7'] live=['T7']","σπουδή occurs here only as a noun (N-ASF, N-GSF, N-ASF, N-DSF across occurrences), naming a quality or state rather than the act itself; the related adverb σπουδαίως (G4709) supplies the manner-of-action form, showing the characteristic operates both as a describable quality possessed and as a manner in which action is carried out."
225,M67,G4710,M0.5.3,answered-no-flag,draft,2026-09-17T16:26:59Z,context-only,False,True,"Rom.12.11:G2962G role=['M72', 'T7'] live=['T7']","Semantic range spans literal physical haste/speed (Mark 6:25, 'with haste' to the king), zeal as attentive/earnest effort in relationships and undertakings (Rom 12:11, 'not lagging in zeal'), and a demonstrable, quasi-evidentiary sense -- earnestness that others can observe and that functions as proof of genuine character (2 Cor 7:11-12, 8:7-8, where σπουδή is offered as evidence of repentance and love alongside other virtues)."
226,M67,G4710,M0.5.5,answered-no-flag,draft,2026-09-17T16:26:59Z,context-only,False,True,"Rom.12.11:G2962G role=['M72', 'T7'] live=['T7']","The structural opposites within this cluster's own vocabulary are ἀργός (G0692, idle/ineffective) and ὀκνηρός (G3636, slothful/reluctant) -- both name the deficiency or absence that σπουδή positively fills."
230,M67,G4710,M0.5.10,answered-no-flag,draft,2026-09-17T16:26:59Z,context-only,False,True,"Rom.12.11:G2962G role=['M72', 'T7'] live=['T7']","The full arc moves from concrete physical haste/speed, through general zealous exertion and attentiveness (including political/partisan zeal in classical usage), to an ethical-relational sense in the NT epistles where earnestness becomes visible proof of sincere character (repentance, love, generosity) offered for others to observe and judge."
231,M67,G4710,M0.5.11,surface-gloss-divergence,draft,2026-09-17T16:26:59Z,context-only,False,True,"Rom.12.11:G2962G role=['M72', 'T7'] live=['T7']","In Mark.6.25 σπουδή retains its base literal sense of physical haste ('with haste' to the king) with no metaphorical shift. In 2Cor.7.11, 7.12, 8.7, 8.8 and Rom.12.11 the term shifts from physical speed to an ethical-relational nuance of demonstrable zeal/earnestness functioning as evidence of sincerity -- a marked shift from the base 'haste' gloss toward a virtue-term describing wholehearted moral engagement, distinctive to the Pauline corpus's use compared to the narrative/literal use in Mark."
235,M67,G4710,M0.6.5,tightly-related,draft,2026-09-17T16:26:59Z,relational-question,False,True,"Rom.12.11:G2962G role=['M72', 'T7'] live=['T7']","In Rom.12.11, σπουδή/ζέω (M67 zeal + M69 fervent) stand together with M47 (spirit/πνεῦμα) and M78 (serve/δουλεύω), with ὀκνηρός (M67, slothful) as the negative to be avoided -- M67's own vantage adds that this is a triad of intensifiers (not lagging, being fervent, serving the Lord) where zeal is the connective quality binding inward fervor of spirit to outward service."
238,M67,G4709,M0.1.1,answered-no-flag,draft,2026-09-17T16:26:59Z,context-only,False,True,"Luke.7.4:G2424G role=['T7', 'T8'] live=['T7']","The adverbial form of the M67 cluster, from σπουδαῖος, naming the manner of acting 'earnestly, promptly' -- signaling that an action is performed with the wholehearted urgency at the core of this cluster's positive pole."
239,M67,G4709,M0.1.2,answered-no-flag,draft,2026-09-17T16:26:59Z,context-only,False,True,"Luke.7.4:G2424G role=['T7', 'T8'] live=['T7']","σπουδαίως relates to σπουδή/σπουδαῖος (from σπεύδω, 'hasten'). LSJ documents the base sense as 'in haste, quick', extended to 'with energy or earnestness', 'seriously', 'zealously, in the best way'. Mounce/tree give simply 'earnestly, promptly'."
240,M67,G4709,M0.1.3,answered-no-flag,draft,2026-09-17T16:26:59Z,context-only,False,True,"Luke.7.4:G2424G role=['T7', 'T8'] live=['T7']","As an adverb, the word carries a manner-implication: it modifies the intensity/urgency with which an action toward another party is undertaken -- here qualifying the intercessory pleading of the elders on the centurion's behalf."
241,M67,G4709,M0.5.1,answered-no-flag,draft,2026-09-17T16:26:59Z,context-only,False,True,"Luke.7.4:G2424G role=['T7', 'T8'] live=['T7']","Primary Greek term σπουδαίως (adverb of σπουδαῖος, from σπουδή/σπεύδω). Root meaning: urgently, with serious energy. No Hebrew counterpart is in view for this NT-only occurrence."
242,M67,G4709,M0.5.2,answered-no-flag,draft,2026-09-17T16:26:59Z,context-only,False,True,"Luke.7.4:G2424G role=['T7', 'T8'] live=['T7']","σπουδαίως is exclusively an adverb (ADV morph code), showing this cluster-member operates purely as a manner-qualifier of a verb (here παρακαλέω, 'to plead'), never as a noun or adjective in this occurrence -- underscoring that the characteristic here describes HOW an action is carried out rather than naming a possessed quality."
243,M67,G4709,M0.5.3,answered-no-flag,draft,2026-09-17T16:26:59Z,context-only,False,True,"Luke.7.4:G2424G role=['T7', 'T8'] live=['T7']","Semantic range narrows to manner-of-action: from base 'in haste, quick' (of physical movement) to 'seriously, zealously, with energy' when applied to human effort or entreaty -- in Luke 7:4 specifically intensifying an act of intercessory pleading, showing the range extends from physical urgency to relational/moral intensity of advocacy."
244,M67,G4709,M0.5.4,qualifier-for-term,draft,2026-09-17T16:26:59Z,context-only,False,True,"Luke.7.4:G2424G role=['T7', 'T8'] live=['T7']","Within the cluster, this adverb (manner-of-act) is distinguished from σπουδή (G4710, the noun naming the disposition/quality of zeal itself) -- i.e., act-modifier versus disposition-noun."
245,M67,G4709,M0.5.5,answered-no-flag,draft,2026-09-17T16:26:59Z,context-only,False,True,"Luke.7.4:G2424G role=['T7', 'T8'] live=['T7']","The structural opposite within the cluster is ὀκνηρῶς (implied adverb of ὀκνηρός, G3636, 'reluctantly/sluggishly'), though not itself among these occurrences; ἀργός (G0692) supplies the adjectival opposite of idle/ineffective action."
246,M67,G4709,M0.5.6,answered-no-flag,draft,2026-09-17T16:26:59Z,context-only,False,True,"Luke.7.4:G2424G role=['T7', 'T8'] live=['T7']",None. No person-type term is attested for this adverb; it modifies action rather than naming an agent-type.
247,M67,G4709,M0.5.7,answered-no-flag,draft,2026-09-17T16:26:59Z,context-only,False,True,"Luke.7.4:G2424G role=['T7', 'T8'] live=['T7']","No separate seeking-term for the characteristic itself; rather, in this very verse σπουδαίως modifies παρακαλέω (G3870, 'to beg/plead'), the general supplication-verb -- the earnestness intensifies an entreaty act performed by others, not a request FOR earnestness."
248,M67,G4709,M0.5.8,answered-no-flag,draft,2026-09-17T16:26:59Z,context-only,False,True,"Luke.7.4:G2424G role=['T7', 'T8'] live=['T7']","No Hebrew equivalent supplied; the adverb's classical Greek development (LSJ) moves from a purely physical sense ('in haste, quick') toward a moral-qualitative sense ('earnest, serious, good/excellent of its kind'), a broadening that the single NT occurrence draws on for its intensified pleading."
249,M67,G4709,M0.5.9,attested-pre-nt,draft,2026-09-17T16:26:59Z,context-only,False,True,"Luke.7.4:G2424G role=['T7', 'T8'] live=['T7']",None. σπουδαίως derives from the long-attested classical adjective σπουδαῖος (Herodotus onward); not an NT-period coinage.
250,M67,G4709,M0.5.10,answered-no-flag,draft,2026-09-17T16:26:59Z,context-only,False,True,"Luke.7.4:G2424G role=['T7', 'T8'] live=['T7']","The arc runs from purely physical 'in haste, quick' (of feet, of pace) to a moral-qualitative sense of 'good, excellent, serious' applied to persons and their pursuits in classical usage, narrowing in its single NT occurrence to intensify an act of earnest intercessory pleading on another's behalf."
251,M67,G4709,M0.5.11,surface-gloss-divergence,draft,2026-09-17T16:26:59Z,context-only,False,True,"Luke.7.4:G2424G role=['T7', 'T8'] live=['T7']","The base gloss for σπουδαίως is 'earnestly, promptly', but in Luke 7:4 the nuance carried is specifically intensified relational advocacy -- the Jewish elders plead 'earnestly' meaning insistently and with full personal investment on behalf of a third party (the centurion), rather than simple speed or promptness of the pleading act itself. This is the sole NT occurrence, so no comparison across other instances is possible."
252,M67,G4709,D7.7.1,qualifier-for-term,draft,2026-09-17T16:26:59Z,relational-question,False,True,"Luke.7.4:G2424G role=['T7', 'T8'] live=['T7']","The verse's operation word is παρακαλέω ('pleaded', T3-tagged in role list), initiated by the elders (subject, implicit party) and directed toward Jesus (accusative object, party present, T7/T8-tagged) on behalf of the centurion. σπουδαίως (M67, T2) intensifies the manner of this operation but is not itself the T3-tagged operation word."
253,M67,G4709,M0.6.5,no-direct-connection,draft,2026-09-17T16:26:59Z,relational-question,False,True,"Luke.7.4:G2424G role=['T7', 'T8'] live=['T7']","No other M-code characteristic is present in Luke.7.4's role list; σπουδαίως (M67) stands alone here, intensifying the pleading (παρακαλέω) directed at Jesus concerning the centurion's worthiness (ἄξιος, itself not M-tagged in this list)."
254,M67,G3636,M0.1.1,answered-no-flag,draft,2026-09-17T16:26:59Z,context-only,False,True,"Rom.12.11:G2962G role=['M72', 'T7'] live=['T7']","The characteristic named from ὀκνηρός ('slothful, hesitant, timid') is the disposition-pole of the M67 cluster, signaling a shrinking-back or reluctance rooted in timidity/fear rather than mere inactivity."
255,M67,G3636,M0.1.2,answered-no-flag,draft,2026-09-17T16:26:59Z,context-only,False,True,"Rom.12.11:G2962G role=['M72', 'T7'] live=['T7']","ὀκνηρός derives from ὄκνος ('hesitation, shrinking, fear'). LSJ's core sense is 'shrinking, timid', especially from fear, opposed to τολμηρός ('bold'); secondarily 'idle, sluggish'. Mounce/tree give 'lazy, idle, not active; troublesome'."
256,M67,G3636,M0.1.3,answered-no-flag,draft,2026-09-17T16:26:59Z,context-only,False,True,"Rom.12.11:G2962G role=['M72', 'T7'] live=['T7']","The word carries a relational/directional implication toward action or engagement that is being avoided or shrunk from -- LSJ's 'causing fear, vexatious, troublesome' sense (of things) shows the term can describe not only the timid person but the burdensome task from which one shrinks."
257,M67,G3636,M0.5.1,answered-no-flag,draft,2026-09-17T16:26:59Z,context-only,False,True,"Rom.12.11:G2962G role=['M72', 'T7'] live=['T7']","Primary Greek term ὀκνηρός, from ὄκνος ('hesitation/timidity/fear'). Root meaning: shrinking back from fear, hence reluctant, sluggish, slothful. No Hebrew equivalent supplied for this NT-only term."
258,M67,G3636,M0.5.2,answered-no-flag,draft,2026-09-17T16:26:59Z,context-only,False,True,"Rom.12.11:G2962G role=['M72', 'T7'] live=['T7']","ὀκνηρός is an adjective (A-NPM in this occurrence), modifying persons directly ('be not slothful [ones]'), showing the characteristic operates as a state/disposition ascribed to a person rather than an isolated act."
259,M67,G3636,M0.5.3,answered-no-flag,draft,2026-09-17T16:26:59Z,context-only,False,True,"Rom.12.11:G2962G role=['M72', 'T7'] live=['T7']","Semantic range spans fear-rooted timidity/hesitation before action (LSJ's primary sense, opposed to τολμηρός 'bold'), general idleness/sluggishness, and (of things) 'vexatious, troublesome' -- describing what causes reluctance as well as the reluctant disposition itself."
260,M67,G3636,M0.5.4,answered-no-flag,draft,2026-09-17T16:26:59Z,context-only,False,True,"Rom.12.11:G2962G role=['M72', 'T7'] live=['T7']","Distinguishes disposition (ὀκνηρός: fear-rooted reluctance/timidity as an inner shrinking) from mere state of inactivity (ἀργός, G0692: idle without necessarily implying fear as the cause) within the same M67 cluster."
261,M67,G3636,M0.5.5,answered-no-flag,draft,2026-09-17T16:26:59Z,context-only,False,True,"Rom.12.11:G2962G role=['M72', 'T7'] live=['T7']","The structural opposite is τολμηρός ('bold, daring'), explicitly named by LSJ as the antonym to ὀκνηρός, though τολμηρός is not itself among this cluster's supplied strongs. Within the cluster, σπουδή/G4710 (zeal) supplies the positive counter-quality the exhortation urges instead of ὀκνηρός."
262,M67,G3636,M0.5.6,answered-no-flag,draft,2026-09-17T16:26:59Z,context-only,False,True,"Rom.12.11:G2962G role=['M72', 'T7'] live=['T7']","None distinct within this occurrence; ὀκνηρός itself functions substantivally when applied directly to persons, but no separate agent-noun form is attested here."
263,M67,G3636,M0.5.7,answered-no-flag,draft,2026-09-17T16:26:59Z,context-only,False,True,"Rom.12.11:G2962G role=['M72', 'T7'] live=['T7']",None. No supplication/seeking term for overcoming sloth is present among these occurrences; the exhortation is a direct imperative ('do not be...') rather than a petition.
264,M67,G3636,M0.5.8,answered-no-flag,draft,2026-09-17T16:26:59Z,context-only,False,True,"Rom.12.11:G2962G role=['M72', 'T7'] live=['T7']","No Hebrew counterpart supplied; the term's development is intra-Greek, moving from a fear-rooted psychological/military sense in classical usage (soldiers 'more timid' in battle, LSJ) to a general moral exhortation against sluggishness in the Christian life in its sole NT occurrence."
265,M67,G3636,M0.5.9,attested-pre-nt,draft,2026-09-17T16:26:59Z,context-only,False,True,"Rom.12.11:G2962G role=['M72', 'T7'] live=['T7']","None. ὀκνηρός is attested from classical sources (Pindar, Xenophon, Demosthenes per LSJ), not coined in the NT period."
266,M67,G3636,M0.5.10,answered-no-flag,draft,2026-09-17T16:26:59Z,context-only,False,True,"Rom.12.11:G2962G role=['M72', 'T7'] live=['T7']","The full arc runs from military/psychological timidity (shrinking from danger, opposed to boldness) through general idleness/sluggishness to, in its single NT occurrence, a moral exhortation against spiritual/relational sloth as the opposite pole to the zeal (ζῆλος) commanded in the same verse."
267,M67,G3636,M0.5.11,no-impact,draft,2026-09-17T16:26:59Z,context-only,False,True,"Rom.12.11:G2962G role=['M72', 'T7'] live=['T7']","In Rom.12.11 ὀκνηρός sits within its base gloss ('slothful, indolent') with no notable surface divergence -- the exhortation 'do not be slothful in zeal' uses the term in its standard moral-ethical sense as attested elsewhere (e.g. Matt 25:26), so no shift is recorded."
268,M67,G3636,M0.6.5,tightly-related,draft,2026-09-17T16:26:59Z,relational-question,False,True,"Rom.12.11:G2962G role=['M72', 'T7'] live=['T7']","In Rom.12.11, ὀκνηρός (M67) stands paired with σπουδή/M67's own zeal-term and alongside M69 (fervent/ζέω), M47 (spirit/πνεῦμα), and M78 (serve/δουλεύω) -- M67's own vantage adds that the negated disposition (not being slothful) is the necessary precondition cleared before the positive triad of zeal, fervor of spirit, and service to the Lord can be enacted; the verse structures M67 as both negative prohibition and positive command in a single breath."
356,M67,G4710,M0.1.2,answered-no-flag,draft,2026-09-17T16:29:40Z,context-only,False,True,"Jude.1.3:G0040H role=['M13', 'M61'] live=['M13']","Greek spoudē at the definitional level denotes 'haste, speed,' extending to 'zeal, pains, effort, earnestness' and even 'esteem, regard' for a person — showing the term bridges swift physical motion and sustained moral/relational diligence."
359,M67,G4710,M0.5.2,answered-no-flag,draft,2026-09-17T16:29:40Z,context-only,False,True,"Jude.1.3:G0040H role=['M13', 'M61'] live=['M13']","Grammatical range is nominal (N-DSF/N-ASF), functioning as the object of prepositions ('with zeal', 'with haste') or as direct object of verbs ('show earnestness'), showing the characteristic operates as a quality or manner brought to bear on an action rather than an action itself."
367,M67,G4710,M0.5.10,answered-no-flag,draft,2026-09-17T16:29:40Z,context-only,False,True,"Jude.1.3:G0040H role=['M13', 'M61'] live=['M13']","The vocabulary arc for spoudē runs from physical haste/speed, through effortful diligence and zealous exertion in tasks, to personal esteem/regard, religious zeal, and full assurance of hope — showing the term's capacity to describe both the manner of action and the intensity of relational/spiritual commitment across these three occurrences (leadership, writing urgency, and hope-related diligence)."
371,M67,G4710,M0.5.11,surface-gloss-divergence,draft,2026-09-17T16:29:40Z,context-only,False,True,"Jude.1.3:G0040H role=['M13', 'M61'] live=['M13']","In Jude 1:3 the surface rendering 'eager' shifts spoudē from its more common 'zeal/earnestness-as-manner' sense (as in Rom 12:8, Heb 6:11) toward describing an author's personal urgent desire/intention to write - the nuance here is anticipatory eagerness redirected ('although I was very eager... I found it necessary instead'), showing the term can denote a thwarted or redirected intention rather than sustained active diligence, distinguishing this occurrence from the steady diligence sense elsewhere."
372,M67,G4710,D7.7.1,tightly-related,draft,2026-09-17T16:29:40Z,relational-question,False,True,"Jude.1.3:G0040H role=['M13', 'M61'] live=['M13']","The operation word 'write' (G1125, role-T3) is the object of the eagerness (G4710); the author (a party, 'I') initiates the intended act of writing directed toward 'you' (the recipients, a party) concerning their common salvation."
373,M67,G4710,M0.6.5,tightly-related,draft,2026-09-17T16:29:40Z,relational-question,False,True,"Jude.1.3:G0040H role=['M13', 'M61'] live=['M13']","No prior context recorded. From eagerness's own vantage: this verse pairs the author's eagerness with M79 (salvation) as its intended topic and M44 (contend) and M13 (faith) as the redirected actual purpose - eagerness here functions as the initial impulse that is redirected into the necessity of defending the faith, showing a contrast between intended and actual epistolary purpose."
376,M67,G3636,M0.1.1,answered-no-flag,draft,2026-09-17T16:29:40Z,context-only,False,True,"Matt.25.26:G2962H role=['M72', 'T7'] live=['M72']; Matt.25.26:G1492I role=['M15', 'T3'] live=['M15']","The characteristic is named okneros, 'slothful, reluctant, shrinking.' The name signals timid hesitation and avoidance of exertion, rooted in fear or reluctance rather than mere inactivity."
377,M67,G3636,M0.1.2,answered-no-flag,draft,2026-09-17T16:29:40Z,context-only,False,True,"Matt.25.26:G2962H role=['M72', 'T7'] live=['M72']; Matt.25.26:G1492I role=['M15', 'T3'] live=['M15']; Phil.3.1:G2962G role=['M72', 'T7'] live=['T7']","Greek okneros at the definitional level denotes 'shrinking, timid,' especially from fear, opposed to tolmeros ('bold'); by extension it denotes idle, sluggish persons, and of things, 'causing fear, vexatious, troublesome.'"
378,M67,G3636,M0.1.3,answered-no-flag,draft,2026-09-17T16:29:40Z,context-only,False,True,"Matt.25.26:G2962H role=['M72', 'T7'] live=['M72']; Matt.25.26:G1492I role=['M15', 'T3'] live=['M15']","The name carries a relational implication: sloth is fundamentally a failure of responsive action toward an entrusted task or person (the servant's sloth is measured against the master's expectation) — it names a relational deficiency, not merely private inertia."
379,M67,G3636,M0.5.1,answered-no-flag,draft,2026-09-17T16:29:40Z,context-only,False,True,"Matt.25.26:G2962H role=['M72', 'T7'] live=['M72']; Matt.25.26:G1492I role=['M15', 'T3'] live=['M15']","Primary Greek term okneros derives from the root sense of shrinking back or hesitating (related to oknos, 'hesitation, reluctance'); its root meaning is fundamentally about fear-driven avoidance of action rather than simple absence of activity. No Hebrew term supplied in these sources."
380,M67,G3636,M0.5.2,answered-no-flag,draft,2026-09-17T16:29:40Z,context-only,False,True,"Matt.25.26:G2962H role=['M72', 'T7'] live=['M72']; Matt.25.26:G1492I role=['M15', 'T3'] live=['M15']; Phil.3.1:G2962G role=['M72', 'T7'] live=['T7']","Grammatical range is adjectival (A-VSM/A-NSN), applied to persons (a slothful servant) and to things/situations (no trouble/burden) — showing the characteristic operates both as a moral descriptor of persons and as a descriptor of a burdensome state of affairs."
381,M67,G3636,M0.5.3,answered-no-flag,draft,2026-09-17T16:29:40Z,context-only,False,True,"Matt.25.26:G2962H role=['M72', 'T7'] live=['M72']; Matt.25.26:G1492I role=['M15', 'T3'] live=['M15']; Phil.3.1:G2962G role=['M72', 'T7'] live=['T7']","Semantic range spans timid reluctance/hesitancy (of persons shrinking from action, especially from fear) to, of things, 'troublesome, vexatious' - an idiomatic shift from subjective disposition (fearful hesitancy) to an objective quality (causing trouble to others), as seen in the contrast between Matt 25:26 (the servant himself is slothful) and Phil 3:1 (writing the same things is 'no trouble/okneron' to Paul)."
382,M67,G3636,M0.5.4,answered-no-flag,draft,2026-09-17T16:29:40Z,context-only,False,True,"Matt.25.26:G2962H role=['M72', 'T7'] live=['M72']; Matt.25.26:G1492I role=['M15', 'T3'] live=['M15']; Phil.3.1:G2962G role=['M72', 'T7'] live=['T7']","The vocabulary distinguishes disposition (a slothful/timid character, Matt 25:26) from a resulting quality of a task or act (troublesome/burdensome, Phil 3:1) - the same word covers both the inner reluctance and its outward effect."
383,M67,G3636,M0.5.5,answered-no-flag,draft,2026-09-17T16:29:40Z,context-only,False,True,"Matt.25.26:G2962H role=['M72', 'T7'] live=['M72']; Matt.25.26:G1492I role=['M15', 'T3'] live=['M15']","The structural opposite given directly in LSJ is tolmeros ('bold, daring') - okneros is explicitly defined as opposed to tolmeros. Within this cluster, spoudaios/spoudē (earnest zeal) also function as opposites in effect."
384,M67,G3636,M0.5.6,answered-no-flag,draft,2026-09-17T16:29:40Z,context-only,False,True,"Matt.25.26:G2962H role=['M72', 'T7'] live=['M72']; Matt.25.26:G1492I role=['M15', 'T3'] live=['M15']","The adjective itself used substantivally supplies the person-type sense: 'the slothful/timid one' (ho okneros), as applied directly to the servant in Matt 25:26 ('you wicked and slothful servant')."
385,M67,G3636,M0.5.7,not-related-to-meaningful-word,draft,2026-09-17T16:29:40Z,context-only,False,True,"Matt.25.26:G2962H role=['M72', 'T7'] live=['M72']; Matt.25.26:G1492I role=['M15', 'T3'] live=['M15']","None - no supplication/seeking term for slothfulness is supplied; it is a censured condition, not something sought."
386,M67,G3636,M0.5.8,answered-no-flag,draft,2026-09-17T16:29:40Z,context-only,False,True,"Matt.25.26:G2962H role=['M72', 'T7'] live=['M72']; Matt.25.26:G1492I role=['M15', 'T3'] live=['M15']","No Hebrew term is supplied in these sources; continuity is intra-Greek, moving from classical usage (fearful hesitancy, opposed to boldness) directly into the Gospel parable's moral censure of a servant's failure to act."
