from_span,to_span,edge_type,ve_nr,direction,pair_kind,phrase,book,from_verse_ref
275441,275438,source,103,,pair,God-content qualifier,19,Psa 20:6
275467,275456,source,103,,pair,God-content qualifier,19,Psa 20:9
275508,275503,source,103,,pair,God-content qualifier,19,Psa 21:3
275528,275534,source,103,,pair,God-content qualifier,19,Psa 21:5
275551,275489,source,103,,pair,God-content qualifier,19,Psa 21:8
275662,275597,source,103,,pair,God-content qualifier,19,Psa 22:20
275702,275708,source,103,,pair,God-content qualifier,19,Psa 22:24
306168,275597,source,103,,pair,God-content qualifier,19,Psa 22:21
275807,275809,source,103,,pair,God-content qualifier,19,Psa 23:1
275818,275819,source,103,,pair,God-content qualifier,19,Psa 23:3
275845,275838,source,103,,pair,God-content qualifier,19,Psa 23:5
275900,275890,source,103,,pair,God-content qualifier,19,Psa 24:5
276010,276002,source,103,,pair,God-content qualifier,19,Psa 25:18
276013,275962,source,103,,pair,God-content qualifier,19,Psa 25:18
276036,276040,source,103,,pair,God-content qualifier,19,Psa 25:20
276049,276042,source,103,,pair,God-content qualifier,19,Psa 25:22
276063,306186,source,103,,pair,God-content qualifier,19,Psa 25:5
276065,306186,source,103,,pair,God-content qualifier,19,Psa 25:5
276072,276080,source,103,,pair,God-content qualifier,19,Psa 25:6
276096,276100,source,103,,pair,God-content qualifier,19,Psa 25:8
276107,276111,source,103,,pair,God-content qualifier,19,Psa 26:1
276126,276124,source,103,,pair,God-content qualifier,19,Psa 26:11
276208,276229,source,103,,pair,God-content qualifier,19,Psa 27:11
276272,276264,source,103,,pair,God-content qualifier,19,Psa 27:4
276306,276303,source,103,,pair,God-content qualifier,19,Psa 27:7
276336,276329,source,103,,pair,God-content qualifier,19,Psa 28:2
276381,276379,source,103,,pair,God-content qualifier,19,Psa 28:6
276404,276390,source,103,,pair,God-content qualifier,19,Psa 28:9
276432,276413,source,103,,pair,God-content qualifier,19,Psa 29:11
276600,276570,source,103,,pair,God-content qualifier,19,Psa 30:3
276617,276619,source,103,,pair,God-content qualifier,19,Psa 30:5
306207,306206,source,103,,pair,God-content qualifier,19,Psa 30:2
276665,276660,source,103,,pair,God-content qualifier,19,Psa 31:1
276716,276708,source,103,,pair,God-content qualifier,19,Psa 31:15
276803,276798,source,103,,pair,God-content qualifier,19,Psa 31:23
276832,276830,source,103,,pair,God-content qualifier,19,Psa 31:5
276931,276927,source,103,,pair,God-content qualifier,19,Psa 32:5
276950,276938,source,103,,pair,God-content qualifier,19,Psa 32:7
276957,276969,source,103,,pair,God-content qualifier,19,Psa 32:8
277049,277043,source,103,,pair,God-content qualifier,19,Psa 33:19
277066,277062,source,103,,pair,God-content qualifier,19,Psa 33:20
277203,277202,source,103,,pair,God-content qualifier,19,Psa 34:18
277246,277244,source,103,,pair,God-content qualifier,19,Psa 34:4
277262,277260,source,103,,pair,God-content qualifier,19,Psa 34:6
277358,277482,source,103,,pair,God-content qualifier,19,Psa 35:17
277411,277438,source,103,,pair,God-content qualifier,19,Psa 35:24
277464,277461,source,103,,pair,God-content qualifier,19,Psa 35:3
277558,277503,source,103,,pair,God-content qualifier,19,Psa 36:6
277576,277570,source,103,,pair,God-content qualifier,19,Psa 36:8
277601,277600,source,103,,pair,God-content qualifier,19,Psa 37:11
277641,277773,source,103,,pair,God-content qualifier,19,Psa 37:17
277817,277814,source,103,,pair,God-content qualifier,19,Psa 37:4
277867,277959,source,103,,pair,God-content qualifier,19,Psa 38:1
277922,277919,source,103,,pair,God-content qualifier,19,Psa 38:15
306284,277935,source,103,,pair,God-content qualifier,19,Psa 38:22
278034,278132,source,103,,pair,God-content qualifier,19,Psa 39:11
278047,278051,source,103,,pair,God-content qualifier,19,Psa 39:12
278122,278120,source,103,,pair,God-content qualifier,19,Psa 39:7
278217,278212,source,103,,pair,God-content qualifier,19,Psa 40:1
278262,278295,source,103,,pair,God-content qualifier,19,Psa 40:13
278303,278319,source,103,,pair,God-content qualifier,19,Psa 40:2
278401,278395,source,103,,pair,God-content qualifier,19,Psa 41:1
278405,278419,source,103,,pair,God-content qualifier,19,Psa 41:10
278454,278456,source,103,,pair,God-content qualifier,19,Psa 41:4
278505,278508,manner,108,,pair,the deer-simile intensifying the soul's panting (278508),19,Psa 42:1
278508,278509,bearer,105,,pair,my soul,19,Psa 42:1
278508,278505,manner,108,,pair,as a deer pants for streams (simile),19,Psa 42:1
278509,278509,seat,104,,pair,soul (self),19,Psa 42:1
278509,278508,coupling,112,,pair,which pants for God,19,Psa 42:1
278523,278524,coupling,112,,pair,the downcast state of the soul (278524),19,Psa 42:11
278524,278524,seat,104,,pair,soul (self),19,Psa 42:11
278524,278523,manner,108,,pair,cast down and in turmoil,19,Psa 42:11
278524,278527,coupling,112,,pair,summoned to hope,19,Psa 42:11
278527,278524,bearer,105,,pair,the soul (self-commanded),19,Psa 42:11
278527,278531,source,103,,pair,"God his salvation, the object of hope (v11)",19,Psa 42:11
278527,278524,coupling,112,,pair,the soul commanded to it,19,Psa 42:11
278531,278527,source,103,,pair,the salvation the soul hopes in / praises (v11),19,Psa 42:11
278534,278534,seat,104,,pair,soul (self),19,Psa 42:2
278534,278535,coupling,112,,pair,which thirsts for the living God,19,Psa 42:2
278535,278534,bearer,105,,pair,my soul,19,Psa 42:2
278535,278534,coupling,112,,pair,of the soul,19,Psa 42:2
278553,278555,manner,108,,pair,pouring out his soul,19,Psa 42:4
278555,278555,seat,104,,pair,soul (self),19,Psa 42:4
278555,278553,coupling,112,,pair,poured out in remembrance,19,Psa 42:4
278562,278564,coupling,112,,pair,paired with songs of thanksgiving,19,Psa 42:4
278564,278562,coupling,112,,pair,paired with glad shouts,19,Psa 42:4
278568,278569,coupling,112,,pair,the downcast state of the soul (278569),19,Psa 42:5
278569,278569,seat,104,,pair,soul (self),19,Psa 42:5
278569,278568,manner,108,,pair,cast down and in turmoil,19,Psa 42:5
278569,278572,coupling,112,,pair,summoned to hope,19,Psa 42:5
278572,278569,bearer,105,,pair,the soul (self-commanded),19,Psa 42:5
278572,278576,source,103,,pair,"God his salvation, the object of hope (v5)",19,Psa 42:5
278572,278569,coupling,112,,pair,the soul commanded to it,19,Psa 42:5
278576,278572,source,103,,pair,the salvation the soul hopes in / praises (v5),19,Psa 42:5
278578,278578,seat,104,,pair,soul (self),19,Psa 42:6
278578,278579,manner,108,,pair,cast down,19,Psa 42:6
278578,278582,coupling,112,,pair,therefore he remembers God from afar,19,Psa 42:6
278579,278578,coupling,112,,pair,the downcast state of the soul (278578),19,Psa 42:6
278582,278578,coupling,112,,pair,driven by the cast-down soul,19,Psa 42:6
278605,278608,source,103,,pair,grounds David's night-prayer (v8),19,Psa 42:8
278608,278605,source,103,,pair,grounded by God's steadfast love commanded by day (v8),19,Psa 42:8
278616,278619,source,103,,pair,the felt divine forgetting that grounds David's mourning (v9),19,Psa 42:9
278619,278616,source,103,,pair,the felt divine forgetting + enemy oppression (v9),19,Psa 42:9
278625,278644,source,103,,pair,God's advocacy answering David's mourning-plea (v1->v2),19,Psa 43:1
278631,278632,coupling,112,,pair,paired with the unjust man,19,Psa 43:1
278632,278631,coupling,112,,pair,paired with the deceitful man,19,Psa 43:1
278641,278644,source,103,,pair,the felt divine rejection grounding David's mourning (v2),19,Psa 43:2
278644,278641,source,103,,pair,the felt divine rejection + enemy oppression (v2),19,Psa 43:2
278650,278665,source,103,,pair,God's truth leading David to the joy at his altar (v3->v4),19,Psa 43:3
278664,278665,coupling,112,,pair,paired with rejoicing,19,Psa 43:4
278665,278650,source,103,,pair,led to by God's light and truth (v3),19,Psa 43:4
278665,278664,coupling,112,,pair,paired with exceeding gladness,19,Psa 43:4
278672,278673,coupling,112,,pair,the downcast state of the soul (278673),19,Psa 43:5
278673,278673,seat,104,,pair,soul (self),19,Psa 43:5
278673,278672,manner,108,,pair,cast down and in turmoil,19,Psa 43:5
278673,278676,coupling,112,,pair,summoned to hope,19,Psa 43:5
278676,278673,bearer,105,,pair,the soul (self-commanded),19,Psa 43:5
278676,278682,source,103,,pair,"God his salvation, the object of hope (v5)",19,Psa 43:5
278676,278673,coupling,112,,pair,the soul commanded to it,19,Psa 43:5
278682,278676,source,103,,pair,the salvation the soul hopes in / praises (v5),19,Psa 43:5
278714,278716,manner,108,,pair,derision and scorn of neighbours,19,Psa 44:13
278716,278714,manner,108,,pair,qualifies the taunt (278714),19,Psa 44:13
278717,278714,manner,108,,pair,qualifies the taunt (278714),19,Psa 44:13
278722,278857,source,103,,pair,God's rejecting and disgracing (v9),19,Psa 44:15
278722,278724,coupling,112,,pair,paired with shame covering the face,19,Psa 44:15
278724,278730,manner,108,,pair,at the taunter and avenger,19,Psa 44:15
278724,278722,coupling,112,,pair,paired with disgrace,19,Psa 44:15
278730,278724,manner,108,,pair,occasions the shame (278724),19,Psa 44:16
278735,278724,manner,108,,pair,occasions the shame (278724),19,Psa 44:16
278740,278742,coupling,112,,pair,paired with not being false to covenant,19,Psa 44:17
278742,278744,target,107,,pair,your covenant,19,Psa 44:17
278742,278740,coupling,112,,pair,paired with not forgetting,19,Psa 44:17
278744,278742,coupling,112,,pair,the covenant the nation stayed true to (278742),19,Psa 44:17
278746,278788,source,103,,pair,God's breaking behind the nation's affliction (v19->v24),19,Psa 44:19
278757,278850,source,103,,pair,among God's past deeds the nation boasts of (v2->v8),19,Psa 44:2
278782,278788,source,103,,pair,the rejecting the nation begs God to end (v23->v24),19,Psa 44:23
278785,278788,source,103,,pair,God's hidden face behind the unrelieved affliction (v24),19,Psa 44:24
278787,278788,source,103,,pair,God's forgetting behind the affliction (v24),19,Psa 44:24
278788,278785,source,103,,pair,unrelieved while God hides his face and forgets (v24),19,Psa 44:24
278791,278791,seat,104,,pair,soul (self),19,Psa 44:25
278791,278803,source,103,,pair,appeals to God's redeeming steadfast love (v26),19,Psa 44:25
278800,278791,source,103,,pair,the rescue the bowed soul appeals for (v26),19,Psa 44:26
278803,278791,source,103,,pair,the ground of the appeal for redemption (v26),19,Psa 44:26
278819,278850,source,103,,pair,the favour behind the past victories the nation boasts of,19,Psa 44:3
278825,278850,source,103,,pair,"the salvation the King grants, ground of boasting",19,Psa 44:4
278843,278850,source,103,,pair,the salvation the nation boasts in (v7->v8),19,Psa 44:7
278846,278850,source,103,,pair,"God shaming the foes, ground of boasting",19,Psa 44:7
278850,278843,source,103,,pair,grounded in God's past saving deeds (v7),19,Psa 44:8
278850,278852,coupling,112,,pair,paired with giving thanks,19,Psa 44:8
278852,278850,coupling,112,,pair,paired with boasting,19,Psa 44:8
278857,278722,source,103,,pair,God's rejecting behind the nation's disgrace (v9->v15),19,Psa 44:9
278858,278722,source,103,,pair,God's disgracing behind the nation's shame (v9->v15),19,Psa 44:9
302624,302624,seat,104,,pair,heart (self),19,Psa 44:18
302638,302640,source,103,,pair,God's searching knowledge of the heart (v21),19,Psa 44:21
302640,302640,seat,104,,pair,heart (self),19,Psa 44:21
302640,302638,source,103,,pair,known by God who searches it (v21),19,Psa 44:21
278870,278870,seat,104,,pair,heart (self),19,Psa 45:1
278870,278872,target,107,,pair,a pleasing theme,19,Psa 45:1
278872,278870,coupling,112,,pair,the theme the heart overflows with,19,Psa 45:1
278887,278893,coupling,112,,pair,so the king will desire her beauty,19,Psa 45:10
278893,278887,coupling,112,,pair,drawn by her leaving her people,19,Psa 45:11
278930,278935,coupling,112,,pair,paired with the nations' praise,19,Psa 45:17
278935,278930,coupling,112,,pair,paired with the remembered name,19,Psa 45:17
278942,278947,coupling,112,,pair,the graciousness for which God blessed him,19,Psa 45:2
278947,278942,source,103,,pair,the blessing following the king's grace (v2),19,Psa 45:2
278961,278962,coupling,112,,pair,paired with meekness and righteousness,19,Psa 45:4
278962,278961,coupling,112,,pair,paired with truth and righteousness,19,Psa 45:4
278963,278961,coupling,112,,pair,paired with truth and meekness,19,Psa 45:4
278985,278986,target,107,,pair,righteousness,19,Psa 45:7
278985,278987,coupling,112,,pair,paired with hating wickedness,19,Psa 45:7
278986,278985,coupling,112,,pair,the object of the king's love,19,Psa 45:7
278987,278988,target,107,,pair,wickedness,19,Psa 45:7
278987,278985,coupling,112,,pair,paired with loving righteousness,19,Psa 45:7
278988,278987,coupling,112,,pair,the object of the king's hatred,19,Psa 45:7
278992,278994,source,103,,pair,the anointing that confers the king's gladness (v7),19,Psa 45:7
278994,278992,source,103,,pair,conferred by God's anointing (v7),19,Psa 45:7
279024,279047,source,103,,pair,the refuge grounding the people's fearlessness (v1->v2),19,Psa 46:1
279025,279047,source,103,,pair,the strength grounding the people's fearlessness (v1->v2),19,Psa 46:1
279031,279035,source,103,,pair,grounded in God's exaltation over the nations (v10),19,Psa 46:10
279035,279031,source,103,,pair,"God's exaltation, the content of the knowing (v10)",19,Psa 46:10
279037,279031,source,103,,pair,"God's exaltation, the content of the knowing (v10)",19,Psa 46:10
279043,279047,source,103,,pair,the stronghold grounding the people's fearlessness (v11),19,Psa 46:11
279047,279024,source,103,,pair,grounded in God our refuge and strength (v1),19,Psa 46:2
279063,306313,source,103,,pair,God's help and presence in her midst (v5),19,Psa 46:4
279081,279047,source,103,,pair,the stronghold grounding the people's fearlessness (v7),19,Psa 46:7
306313,279063,source,103,,pair,God's help making the city glad and unmoved (v5->v4),19,Psa 46:5
306328,279031,source,103,,pair,God's war-ending works grounding the call to know him (v9->v10),19,Psa 46:9
279091,279094,manner,108,,pair,the shouting that expresses the joy (279094),19,Psa 47:1
279094,279091,manner,108,,pair,"shouting, with clapping hands",19,Psa 47:1
279110,279122,source,103,,pair,the choosing that prompts the people's praise (v4->v6),19,Psa 47:4
279114,279122,source,103,,pair,"God's love for Jacob, ground of praise (v4->v6)",19,Psa 47:4
279122,279124,manner,108,,pair,"emphatically, fivefold repeated",19,Psa 47:6
279122,279110,source,103,,pair,prompted by God's choosing and loving of his people (v4),19,Psa 47:6
279122,279125,coupling,112,,pair,repeated for emphasis (v6-7),19,Psa 47:6
279124,279122,coupling,112,,pair,emphatic repetition of the call to sing (279122),19,Psa 47:6
279125,279122,coupling,112,,pair,emphatic repetition of the call to sing (279122),19,Psa 47:6
279127,279122,coupling,112,,pair,emphatic repetition of the call to sing (279122),19,Psa 47:6
279132,279122,coupling,112,,pair,emphatic repetition of the call to sing (279122),19,Psa 47:7
279161,306337,source,103,,pair,God made known as a fortress in Zion (v3),19,Psa 48:1
279171,279253,source,103,,pair,"prompted by God's steadfast love, meditated in the temple (v9)",19,Psa 48:10
279177,279171,source,103,,pair,God's righteousness the people praise (v10),19,Psa 48:10
279180,279183,coupling,112,,pair,paired with the daughters' rejoicing,19,Psa 48:11
279183,279186,target,107,,pair,because of your judgments,19,Psa 48:11
279183,279186,source,103,,pair,"God's judgments, the occasion of joy (v11)",19,Psa 48:11
279183,279180,coupling,112,,pair,paired with Zion's gladness,19,Psa 48:11
279186,279183,source,103,,pair,"God's judgments, the occasion of the daughters' joy (v11)",19,Psa 48:11
279194,279194,seat,104,,pair,heart (self),19,Psa 48:13
279228,306341,source,103,,pair,God's terrifying power that shatters (v7),19,Psa 48:5
279228,279229,coupling,112,,pair,paired with panic,19,Psa 48:5
279229,279228,coupling,112,,pair,paired with being astounded,19,Psa 48:5
279231,279234,coupling,112,,pair,paired with anguish,19,Psa 48:6
279234,279231,coupling,112,,pair,paired with trembling,19,Psa 48:6
279253,279171,source,103,,pair,"the chesed the people meditate, welling into praise (v9->v10)",19,Psa 48:9
306337,279161,source,103,,pair,God's self-revelation grounding the praise (v3->v1),19,Psa 48:3
306341,279228,source,103,,pair,God's power that terrifies the kings (v7->v5),19,Psa 48:7
279273,279275,coupling,112,,pair,paired with the fool and stupid,19,Psa 49:10
279275,279276,coupling,112,,pair,paired with the wise and the stupid,19,Psa 49:10
279276,279275,coupling,112,,pair,paired with the fool,19,Psa 49:10
279302,279304,coupling,112,,pair,whose boasts people approve,19,Psa 49:13
279304,279302,coupling,112,,pair,of the foolishly confident,19,Psa 49:13
279322,279323,source,103,,pair,the ransom of the psalmist's soul from Sheol (v15),19,Psa 49:15
279323,279323,seat,104,,pair,soul (self),19,Psa 49:15
279323,279322,source,103,,pair,ransomed from Sheol by God (v15),19,Psa 49:15
279350,279350,seat,104,,pair,soul (self),19,Psa 49:18
279350,279352,coupling,112,,pair,counts itself blessed,19,Psa 49:18
279352,279350,target,107,,pair,himself (his soul),19,Psa 49:18
279352,279350,coupling,112,,pair,of the self,19,Psa 49:18
279379,279382,coupling,112,,pair,paired with the heart's understanding,19,Psa 49:3
279380,279381,seat,104,,pair,heart (its musing),19,Psa 49:3
279380,279382,coupling,112,,pair,"of the heart, yielding understanding",19,Psa 49:3
279381,279381,seat,104,,pair,heart (self),19,Psa 49:3
279381,279380,coupling,112,,pair,whose meditation is understanding,19,Psa 49:3
279382,279379,coupling,112,,pair,paired with spoken wisdom,19,Psa 49:3
279384,279387,target,107,,pair,the cheaters' iniquity,19,Psa 49:5
279387,279384,coupling,112,,pair,the iniquity the psalmist need not fear,19,Psa 49:5
279391,279393,coupling,112,,pair,paired with boasting of riches,19,Psa 49:6
279393,279391,coupling,112,,pair,paired with trusting in wealth,19,Psa 49:6
279396,279399,manner,108,,pair,emphatic doubling of the ransom-verb (279399),19,Psa 49:7
279399,279396,manner,108,,pair,emphatic ('truly'),19,Psa 49:7
279406,279406,seat,104,,pair,soul (self),19,Psa 49:8
279485,279604,source,103,,pair,God's summoning that gathers the faithful (v1->v5),19,Psa 50:1
279499,279514,source,103,,pair,God's ownership/self-sufficiency grounding true worship as thanksgiving (v10-12->v14),19,Psa 50:11
279514,279499,source,103,,pair,the God who owns all and needs nothing (v10-12),19,Psa 50:14
279519,279522,source,103,,pair,answered by God's deliverance (v15),19,Psa 50:15
279519,279523,coupling,112,,pair,issues in glorifying God,19,Psa 50:15
279522,279519,source,103,,pair,God's deliverance answering the human call (v15),19,Psa 50:15
279523,279519,coupling,112,,pair,the fruit of calling and deliverance,19,Psa 50:15
279536,279537,target,107,,pair,discipline,19,Psa 50:17
279536,279537,coupling,112,,pair,paired with casting God's words behind him,19,Psa 50:17
279537,279536,coupling,112,,pair,the object of the wicked's hatred,19,Psa 50:17
279544,279546,coupling,112,,pair,paired with keeping company with adulterers,19,Psa 50:18
279546,279544,coupling,112,,pair,the company the wicked keeps,19,Psa 50:18
279549,279552,coupling,112,,pair,paired with the tongue framing deceit,19,Psa 50:19
279552,279549,coupling,112,,pair,paired with the mouth given to evil,19,Psa 50:19
279562,279570,source,103,,pair,God's past silence that emboldened the wicked's forgetting (v21->v22),19,Psa 50:21
279567,279570,bearer,105,,pair,those who forget God (warned),19,Psa 50:22
279567,279570,coupling,112,,pair,addressed to the God-forgetters,19,Psa 50:22
279570,279562,source,103,,pair,emboldened by God's silence at their sin (v21),19,Psa 50:22
279570,279567,coupling,112,,pair,warned to consider,19,Psa 50:22
279576,279578,coupling,112,,pair,which glorifies God,19,Psa 50:23
279578,279582,source,103,,pair,issues in God showing his salvation (v23),19,Psa 50:23
279578,279576,coupling,112,,pair,the fruit of the thank-offering,19,Psa 50:23
279582,279578,source,103,,pair,the salvation God shows the one who glorifies him (v23),19,Psa 50:23
279587,279604,source,103,,pair,"God coming, not silent, to gather+judge (v3->v5)",19,Psa 50:3
279594,279604,source,103,,pair,God's calling the cosmos as witnesses to judge his people (v4->v5),19,Psa 50:4
279604,279485,source,103,,pair,"summoned by God who comes to judge (v1,3-4)",19,Psa 50:5
279611,279604,source,103,,pair,"God's righteousness, ground of the judgement the faithful gather to (v6)",19,Psa 50:6
279634,279643,source,103,,pair,God's grace appealed to for the blotting of transgression (v1),19,Psa 51:1
279637,279643,source,103,,pair,"God's covenant love, the measure of the pardon sought (v1)",19,Psa 51:1
279640,279643,source,103,,pair,"God's abundant mercies, the ground of blotting transgression (v1)",19,Psa 51:1
279643,279732,coupling,112,,pair,named again in the confession (v3),19,Psa 51:1
279643,279637,source,103,,pair,appealed against God's steadfast love and abundant mercy (v1),19,Psa 51:1
279645,279646,seat,104,,pair,the heart,19,Psa 51:10
279645,279648,coupling,112,,pair,paired with the renewed right spirit,19,Psa 51:10
279646,279645,coupling,112,,pair,the seat God is asked to re-create clean,19,Psa 51:10
279648,279650,seat,104,,pair,within me (the spirit),19,Psa 51:10
279648,279650,target,107,,pair,a right / steadfast spirit,19,Psa 51:10
279648,279645,coupling,112,,pair,paired with the created clean heart,19,Psa 51:10
279650,279667,coupling,112,,pair,the willing spirit sought (v12); distinct from the broken spirit (v17),19,Psa 51:10
279650,279658,source,103,,pair,sustained by God's own Holy Spirit not taken away (v11),19,Psa 51:10
279657,279650,source,103,,pair,God's holiness qualifying the Spirit that sustains the human spirit (v11),19,Psa 51:11
279658,279650,source,103,,pair,"God's own Spirit, sustaining the renewed human spirit (v11)",19,Psa 51:11
279662,279666,coupling,112,,pair,the joy first begged in v8; paired with the willing spirit,19,Psa 51:12
279662,279663,source,103,,pair,the joy OF God's salvation (God's saving = its source),19,Psa 51:12
279663,279662,source,103,,pair,God's saving is the source of the restored joy (v12),19,Psa 51:12
279666,279667,seat,104,,pair,the spirit,19,Psa 51:12
279666,279662,coupling,112,,pair,paired with the restored joy of salvation,19,Psa 51:12
279667,279666,manner,108,,pair,willing / free (nadib),19,Psa 51:12
279667,279650,coupling,112,,pair,"the right spirit of v10, now as willing",19,Psa 51:12
279669,279671,coupling,112,,pair,paired with sinners returning to God,19,Psa 51:13
279671,279669,coupling,112,,pair,the fruit of teaching transgressors God's ways,19,Psa 51:13
279673,279687,source,103,,pair,"God's deliverance from bloodguilt, prompting praise (v14->v15)",19,Psa 51:14
279677,279687,source,103,,pair,"God as the penitent's salvation, ground of his praise (v14->v15)",19,Psa 51:14
279679,279680,target,107,,pair,God's righteousness,19,Psa 51:14
279679,279687,coupling,112,,pair,twinned with the mouth declaring God's praise,19,Psa 51:14
279679,279680,source,103,,pair,God's righteousness the theme sung (v14),19,Psa 51:14
279680,279687,source,103,,pair,"God's righteousness, the theme of the freed tongue's song/praise (v14->v15)",19,Psa 51:14
279685,279687,target,107,,pair,God's praise,19,Psa 51:15
279685,279687,coupling,112,,pair,declares the praise (279687); twin of singing aloud (v14),19,Psa 51:15
279687,279680,source,103,,pair,"prompted by God's deliverance, salvation and righteousness (v14)",19,Psa 51:15
279690,279701,source,103,,pair,"God's non-delight in mere sacrifice, pointing to the contrite heart he wants (v16->v17)",19,Psa 51:16
279694,279701,source,103,,pair,"God's non-pleasure in sacrifice, pointing to the contrite heart (v16->v17)",19,Psa 51:16
