id,strongs_number,transliteration,gloss,language,owning_registry,owning_registry_fk,owning_word,owning_part,word_data_reference,word_data_ref_fk,status,status_note,exclusion_reason,extraction_date,strongs_reconciled,anchor_note,last_changed
1845,G0056,agnōsia,ignorance,Greek,183,,ignorance,,,,delete,"GROUP 3 — IGNORANCE/CONSCIENCE-FAILURE. agnōsia — ignorance, especially of God, moral/spiritual blindness. 3 occ, 2 verses. 1 Cor 15:34 (some have no knowledge of God — agnōsia as willful moral-spiritual blindness) and 1 Pet 2:15 (silencing the ignorance of foolish people — the conscience-void state of those who act without moral grounding). The focused anti-God sense gives this term its conscience-relevance.",agnōsia ignorance — bleed. No direct heart term.,2026-03-25,0,,2026-03-26T12:24:51Z
2729,G0056,agnōsia,ignorance,Greek,26,,ignorance,,,,delete,"GROUP 3 — IGNORANCE/CONSCIENCE-FAILURE. agnōsia — ignorance, especially of God, moral/spiritual blindness. 3 occ, 2 verses. 1 Cor 15:34 (some have no knowledge of God — agnōsia as willful moral-spiritual blindness) and 1 Pet 2:15 (silencing the ignorance of foolish people — the conscience-void state of those who act without moral grounding). The focused anti-God sense gives this term its conscience-relevance.",,2026-03-25,0,,2026-03-26T12:24:51Z
3643,G0056,agnōsia,ignorance,Greek,126,,ignorance,,,,delete,,,2026-03-26,0,,2026-03-26T12:24:51Z
4305,G0056,agnōsia,ignorance,Greek,112,,ignorance,,,,,,,2026-03-27,0,,2026-03-27 11:59:33
6104,G0056,agnōsia,ignorance,Greek,129,,ignorance,,,,,,,2026-03-28,0,,2026-03-28 14:11:45
1849,G0057,agnōstos,unknown,Greek,183,,unknown,,,,delete,"GROUP 3 — IGNORANCE/CONSCIENCE-FAILURE. agnōstos — unknown. 1 occ, 1 verse. Act 17:23 (altar to the unknown God — the Athenian conscience groping toward a divine reality it cannot name). Thin data; analytically interesting as the conscience-in-absence-of-revelation passage — the pagan conscience sensing what it cannot articulate.",Session A relatedNos bleed confirmed in pre-analysis review. No heart content.,2026-03-25,0,,2026-03-26T12:24:51Z
2734,G0057,agnōstos,unknown,Greek,26,,unknown,,,,delete,"GROUP 3 — IGNORANCE/CONSCIENCE-FAILURE. agnōstos — unknown. 1 occ, 1 verse. Act 17:23 (altar to the unknown God — the Athenian conscience groping toward a divine reality it cannot name). Thin data; analytically interesting as the conscience-in-absence-of-revelation passage — the pagan conscience sensing what it cannot articulate.",,2026-03-25,0,,2026-03-26T12:24:51Z
3648,G0057,agnōstos,unknown,Greek,126,,unknown,,,,delete,,,2026-03-26,0,,2026-03-26T12:24:51Z
4310,G0057,agnōstos,unknown,Greek,112,,unknown,,,,,,,2026-03-27,0,,2026-03-27 11:59:33
5797,G0057,agnōstos,unknown,Greek,100,,unknown,,,,,,,2026-03-28,0,,2026-03-28 14:09:24
6109,G0057,agnōstos,unknown,Greek,129,,unknown,,,,,,,2026-03-28,0,,2026-03-28 14:11:45
4010,G0071,agō,to bring,Greek,23,,to bring,,,,delete,,,2026-03-26,0,,2026-03-26T14:00:03Z
4584,G0073,agōn,fight,Greek,5,,fight,,,,,,,2026-03-28,0,,2026-03-28 14:04:04
7452,G0073,agōn,fight,Greek,2,,fight,,,,,,,2026-03-28,0,,2026-03-28 14:37:48
1,G0074,agonia,a struggle,Greek,5,5,anguish,,5,5,extracted,,,,0,,2026-03-16 10:34:12
7439,G0074,agōnia,a struggle,Greek,2,,a struggle,,,,,,,2026-03-28,0,,2026-03-28 14:37:48
4583,G0075,agōnizomai,to struggle,Greek,5,,to struggle,,,,,,,2026-03-28,0,,2026-03-28 14:04:04
7451,G0075,agōnizomai,to struggle,Greek,2,,to struggle,,,,,,,2026-03-28,0,,2026-03-28 14:37:48
1609,G0079,adelfē,sister,Greek,103,,sister,,,,extracted,adelfē sister - 130 occ. Female sibling; sister in Christ. Love as family relationship.,,2026-03-24,0,,2026-03-25T07:03:59Z
557,G0080,adelfos,brother,Greek,103,103,love,Part3,24,24,delete,,Bleed from filadelfia/brotherly-love root. Brotherhood kinship vocabulary; primary analysis in community/fellowship registry. Love content adequately covered by G5360 filadelfia (extracted).,,0,,2026-03-25T07:03:59Z
1610,G0081,adelfotēs,brotherhood,Greek,103,,brotherhood,,,,extracted,adelfotēs brotherhood - 2 occ. The community of brotherly love.,,2026-03-24,0,,2026-03-25T07:03:59Z
2,G0085,ademoneo,be distressed,Greek,51,51,distress,,45,45,extracted,,,,0,,2026-03-16 10:34:12
4911,G0086,hadēs,hell: Hades,Greek,31,,hell: Hades,,,,,,,2026-03-28,0,,2026-03-28 14:05:17
7161,G0087,adiakritos,impartial,Greek,191,,impartial,,,,,,,2026-03-28,0,,2026-03-28 14:20:37
857,G0091,adikeō,to harm,Greek,57,57,evil,,100,100,extracted,,,2026-03-18,0,,2026-03-26T09:57:29Z
3196,G0091,adikeō,to harm,Greek,98,,to harm,,,,extracted,,,2026-03-26,0,,2026-03-26T09:57:29Z
6168,G0091,adikeō,to harm,Greek,139,,to harm,,,,,,,2026-03-28,0,,2026-03-28 14:12:27
3202,G0092,adikēma,crime,Greek,98,,crime,,,,extracted_thin,,,2026-03-26,0,,2026-03-26T09:57:29Z
6173,G0092,adikēma,crime,Greek,139,,crime,,,,,,,2026-03-28,0,,2026-03-28 14:12:27
853,G0093,adikia,unrighteousness,Greek,57,57,evil,,100,100,extracted,,,2026-03-18,0,,2026-03-26T09:57:29Z
3195,G0093,adikia,unrighteousness,Greek,98,,unrighteousness,,,,extracted,,,2026-03-26,0,,2026-03-26T09:57:29Z
6167,G0093,adikia,unrighteousness,Greek,139,,unrighteousness,,,,,,,2026-03-28,0,,2026-03-28 14:12:27
3197,G0094,adikos,unjust,Greek,98,,unjust,,,,extracted,,,2026-03-26,0,,2026-03-26T09:57:29Z
6169,G0094,adikos,unjust,Greek,139,,unjust,,,,,,,2026-03-28,0,,2026-03-28 14:12:27
3206,G0095,adikōs,unjustly,Greek,98,,unjustly,,,,extracted_thin,,,2026-03-26,0,,2026-03-26T09:57:29Z
6178,G0095,adikōs,unjustly,Greek,139,,unjustly,,,,,,,2026-03-28,0,,2026-03-28 14:12:27
4996,G0097,adolos,pure,Greek,40,,pure,,,,,,,2026-03-28,0,,2026-03-28 14:05:42
2769,G0101,adunateō,be impossible,Greek,197,,be impossible,,,,delete,,adunateō - be impossible. Mt 17:20; Lk 1:37. Impossibility. Negation of capacity not authority. Bleed via alpha-privative from dunamis.,2026-03-26,0,,2026-03-26 05:24:21
5875,G0101,adunateō,be impossible,Greek,107,,be impossible,,,,,,,2026-03-28,0,,2026-03-28 14:09:45
6952,G0101,adunateō,be impossible,Greek,187,,be impossible,,,,,,,2026-03-28,0,,2026-03-28 14:18:41
7241,G0101,adunateō,be impossible,Greek,196,,be impossible,,,,,,,2026-03-28,0,,2026-03-28 14:21:22
696,G0102,adunatos,unable,Greek,187,187,strength,3,54,54,delete,,adunatos - unable/impossible. Mt 19:26; Rom 8:3. Impossibility consistently. Bleed.,2026-03-17,0,,2026-03-18 04:35:05
2766,G0102,adunatos,unable,Greek,197,,unable,,,,delete,,adunatos - unable/impossible. Mt 19:26; Rom 8:3. Impossibility consistently. Bleed.,2026-03-26,0,,2026-03-26 05:24:21
5872,G0102,adunatos,unable,Greek,107,,unable,,,,,,,2026-03-28,0,,2026-03-28 14:09:45
7238,G0102,adunatos,unable,Greek,196,,unable,,,,,,,2026-03-28,0,,2026-03-28 14:21:22
3,G0111,athemitos,unlawful,Greek,1,1,abomination,,1,1,delete,,,,0,,2026-03-26T10:53:20Z
3281,G0111,athemitos,unlawful,Greek,34,,unlawful,,,,delete,,,2026-03-26,0,,2026-03-26T10:53:20Z
1686,G0112,atheos,without God,Greek,61,,without God,,,,delete,,"Indirect bleed via theomacheō chain. Godless, no fear content.",2026-03-24,0,,2026-03-25T06:54:23Z
2078,G0120,athumeō,be discouraged,Greek,43,,be discouraged,,,,extracted_thin,extracted_thin. 1 verse (Col 3:21). Discouragement as inner-being state produced by parental provocation. Thin data; connection plausible.,Confirmed candidate_delete. Bleed vocabulary or adequately covered by extracted terms.,2026-03-25,0,,2026-03-27T14:56:29Z
3005,G0120,athumeō,be discouraged,Greek,185,,be discouraged,,,,extracted_thin,extracted_thin. 1 verse (Col 3:21). Discouragement as inner-being state produced by parental provocation. Thin data; connection plausible.,,2026-03-26,0,,2026-03-27T14:56:29Z
3074,G0120,athumeō,be discouraged,Greek,173,,be discouraged,,,,extracted_thin,extracted_thin. 1 verse (Col 3:21). Discouragement as inner-being state produced by parental provocation. Thin data; connection plausible.,,2026-03-26,0,,2026-03-27T14:56:29Z
4452,G0120,athumeō,be discouraged,Greek,211,,be discouraged,,,,extracted_thin,extracted_thin. 1 verse (Col 3:21). Discouragement as inner-being state produced by parental provocation. Thin data; connection plausible.,,2026-03-27,0,,2026-03-27T14:56:29Z
4983,G0120,athumeō,be discouraged,Greek,35,,be discouraged,,,,,,,2026-03-28,0,,2026-03-28 14:05:35
5837,G0120,athumeō,be discouraged,Greek,105,,be discouraged,,,,,,,2026-03-28,0,,2026-03-28 14:09:40
1051,G0133,ainesis,praise,Greek,121,121,praise,,155,155,extracted,,,2026-03-18,0,,2026-03-18 13:41:41
1032,G0134,aineō,to praise,Greek,121,121,praise,,155,155,extracted,,,2026-03-18,0,,2026-03-18 13:41:41
1035,G0136,ainos,praise,Greek,121,121,praise,,155,155,extracted,,,2026-03-18,0,,2026-03-18 13:41:41
3083,G0138,haireō,to choose,Greek,173,,to choose,,,,extracted,,,2026-03-26,0,,2026-03-26T08:30:27Z
3082,G0139,hairesis,sect,Greek,173,,sect,,,,extracted_thin,,,2026-03-26,0,,2026-03-26T08:30:27Z
3085,G0140,hairetizō,to choose,Greek,173,,to choose,,,,extracted,,,2026-03-26,0,,2026-03-26T08:30:27Z
827,G0141,hairetikos,schismatic,Greek,52,52,division,,96,96,extracted_thin,,,2026-03-18,0,,2026-03-26T08:30:27Z
3086,G0141,hairetikos,schismatic,Greek,173,,schismatic,,,,extracted_thin,,,2026-03-26,0,,2026-03-26T08:30:27Z
3374,G0143,aisthanomai,to perceive,Greek,160,,to perceive,,,,delete,,,2026-03-26,0,,2026-03-26T12:24:51Z
3664,G0143,aisthanomai,to perceive,Greek,126,,to perceive,,,,delete,,,2026-03-26,0,,2026-03-26T12:24:51Z
4273,G0143,aisthanomai,to perceive,Greek,112,,to perceive,,,,,,,2026-03-27,0,,2026-03-27 11:59:33
817,G0144,aisthēsis,insight,Greek,49,49,discernment,,94,94,extracted,,,2026-03-18,0,,2026-03-18 13:41:36
818,G0145,aisthētērion,sense,Greek,49,49,discernment,,94,94,extracted,,,2026-03-18,0,,2026-03-18 13:41:36
1985,G0148,aischrologia,obscenity,Greek,146,,obscenity,,,,delete,"A6b-F1: zero verses returned by STEP (1 occurrence(s)), zero analytical signals",Confirmed candidate_delete. Bleed or adequately covered.,2026-03-25,0,,2026-03-25T10:47:20Z
2033,G0149,aischron,shameful,Greek,146,,shameful,,,,delete,"A6b-F1: zero verses returned by STEP (0 occurrence(s)), zero analytical signals",Confirmed candidate_delete. Bleed or adequately covered.,2026-03-25,0,,2026-03-25T10:47:20Z
330,G0150,aischros,shameful,Greek,146,146,shame,,29,29,extracted,,,,0,,2026-03-16 10:34:12
1986,G0151,aischrotēs,obscenity,Greek,146,,obscenity,,,,delete,"A6b-F1: zero verses returned by STEP (1 occurrence(s)), zero analytical signals",Confirmed candidate_delete. Bleed or adequately covered.,2026-03-25,0,,2026-03-25T10:47:20Z
324,G0152,aischunē,shame,Greek,146,146,shame,,29,29,extracted,,,,0,,2026-03-16 10:34:12
312,G0153,aischunō,be ashamed,Greek,146,146,shame,,28,28,extracted,,,,0,,2026-03-16 10:34:12
501,G0154,aiteō,to ask,Greek,43,43,desire,Part2,10,10,delete,,"Bleed vocabulary. G0154 aiteō is general petition/request — pray registry. G0157 aitiama is forensic legal procedure, not inner guilt state.",,0,,2026-03-25T14:45:48Z
2424,G0154,aiteō,to ask,Greek,73,,to ask,,,,delete,,"Bleed vocabulary. G0154 aiteō is general petition/request — pray registry. G0157 aitiama is forensic legal procedure, not inner guilt state.",2026-03-25,0,,2026-03-25T14:45:48Z
2132,G0155,aitēma,request,Greek,43,,request,,,,delete,"A6b-F1: zero verses returned by STEP (15 occurrence(s)), zero analytical signals",Confirmed candidate_delete. Bleed vocabulary or adequately covered by extracted terms.,2026-03-25,0,,2026-03-25T10:47:23Z
4,G0156,aitia,cause/charge,Greek,73,73,guilt,,18,18,extracted,,,,0,,2026-03-16 10:34:12
2425,G0157,aitiama,charge,Greek,73,,charge,,,,delete,,"Bleed vocabulary. G0154 aiteō is general petition/request — pray registry. G0157 aitiama is forensic legal procedure, not inner guilt state.",2026-03-25,0,,2026-03-25T14:45:48Z
5,G0159,aitios,causer,Greek,73,73,guilt,,18,18,extracted,,,,0,,2026-03-16 10:34:12
919,G0167,akatharsia,impurity,Greek,86,86,impurity,,124,124,extracted,,,2026-03-18,0,,2026-03-18 13:41:38
5578,G0168,akathartēs,uncleanness,Greek,86,,uncleanness,,,,candidate_delete,"A6b-F1: zero verses returned by STEP (1 occurrence(s)), zero analytical signals",,2026-03-28,0,,2026-03-28T14:08:28Z
5574,G0169,akathartos,unclean,Greek,86,,unclean,,,,,,,2026-03-28,0,,2026-03-28 14:08:27
5312,G0172,akakos,innocent,Greek,57,,innocent,,,,,,,2026-03-28,0,,2026-03-28 14:06:48
4847,G0178,akatakritos,uncondemned,Greek,24,,uncondemned,,,,,,,2026-03-28,0,,2026-03-28 14:04:58
1111,G0192,akrasia,self-indulgence,Greek,142,142,self-control,,174,174,extracted,,,2026-03-18,0,,2026-03-18 13:41:43
1113,G0193,akratēs,intemperate,Greek,142,142,self-control,,174,174,extracted_thin,,,2026-03-18,0,,2026-03-26T07:02:00Z
2971,G0193,akratēs,intemperate,Greek,199,,intemperate,,,,extracted_thin,,,2026-03-26,0,,2026-03-26T07:02:00Z
6956,G0193,akratēs,intemperate,Greek,187,,intemperate,,,,,,,2026-03-28,0,,2026-03-28 14:18:41
7097,G0194,akratos,undiluted,Greek,187,,undiluted,,,,,,,2026-03-28,0,,2026-03-28 14:18:41
6,G0212,alazoneia,boasting,Greek,123,123,pride,,26,26,extracted,,,,0,,2026-03-16 10:34:12
6017,G0213,alazōn,braggart,Greek,123,,braggart,,,,,,,2026-03-28,0,,2026-03-28 14:10:56
7,G0218,aleifō,to anoint,Greek,6,6,anointing,,6,6,extracted,,,,0,,2026-03-16 10:34:12
8,G0220,aleimma,an anointing,Greek,6,6,anointing,,6,6,extracted,,,,0,,2026-03-16 10:34:12
1197,G0225,alētheia,truth,Greek,164,164,truthfulness,,193,193,extracted,,,2026-03-18,0,,2026-03-18 13:41:46
6590,G0226,alētheuō,be truthful,Greek,164,,be truthful,,,,,,,2026-03-28,0,,2026-03-28 14:15:41
6588,G0227,alēthēs,true,Greek,164,,true,,,,,,,2026-03-28,0,,2026-03-28 14:15:41
6587,G0228,alēthinos,true,Greek,164,,true,,,,,,,2026-03-28,0,,2026-03-28 14:15:41
6589,G0230,alēthōs,truly,Greek,164,,truly,,,,,,,2026-03-28,0,,2026-03-28 14:15:41
354,G0253,alupos,without anxiety,Greek,7,7,anxiety,,7,7,extracted,"alupos — free from anxiety, without grief or pain. Privative adjective; the negated form illuminates the positive term. Phil 2:28: Paul sends Epaphroditus so they may be 'less anxious' (comparative). 1 verse in export (3 occurrences).",,,1,,2026-03-25T19:49:47Z
1116,G0264,hamartanō,to sin,Greek,147,147,sin,,178,178,extracted,Core guilt registry vocabulary — Greek sin/sinner/sinless family,,2026-03-18,0,,2026-03-25T14:45:48Z
2442,G0264,hamartanō,to sin,Greek,73,,to sin,,,,extracted,Core guilt registry vocabulary — Greek sin/sinner/sinless family,,2026-03-25,0,,2026-03-25T14:45:48Z
1120,G0265,hamartēma,sin,Greek,147,147,sin,,178,178,extracted,Core guilt registry vocabulary — Greek sin/sinner/sinless family,,2026-03-18,0,,2026-03-25T14:45:48Z
2443,G0265,hamartēma,sin,Greek,73,,sin,,,,extracted,Core guilt registry vocabulary — Greek sin/sinner/sinless family,,2026-03-25,0,,2026-03-25T14:45:48Z
9,G0266,hamartia,sin,Greek,73,73,guilt,,18,18,extracted,,,,0,,2026-03-16 10:34:12
6223,G0266,hamartia,sin,Greek,147,,sin,,,,,,,2026-03-28,0,,2026-03-28 14:13:01
3404,G0267,amarturos,without witness,Greek,160,,without witness,,,,delete,,,2026-03-26,0,,2026-03-26T11:37:14Z
6557,G0267,amarturos,without witness,Greek,159,,without witness,,,,,,,2026-03-28,0,,2026-03-28 14:15:16
2441,G0268,hamartōlos,sinful,Greek,73,,sinful,,,,extracted,Core guilt registry vocabulary — Greek sin/sinner/sinless family,,2026-03-25,0,,2026-03-25T14:45:48Z
