id,span_id,lemma_key,candidate_tag,seed_source,set_at,deleted
206700,31107,H0430,,ib-judgement,2026-07-19T13:42:46Z,0
206701,31108,H0935,come before (bo),read-emergent,2026-07-19T13:42:46Z,0
206702,31110,H7592,pray (shaal),read-emergent,2026-07-19T13:42:46Z,0
206703,31113,H0935,come before (bo),read-emergent,2026-07-19T13:42:46Z,0
206704,31120,H7121,to call: call to,registry-direct,2026-07-19T13:42:46Z,0
206705,31121,H8034,name,registry-direct,2026-07-19T13:42:46Z,0
206706,31126,H7451,bad: harmful,registry-direct,2026-07-19T13:42:46Z,0
206707,31132,H0430,,ib-judgement,2026-07-19T13:42:46Z,0
206708,31134,H7971,stretch out the hands (shalach),read-emergent,2026-07-19T13:42:46Z,0
206709,31138,H7843,to ruin,registry-direct,2026-07-19T13:42:46Z,0
206710,31140,H7843,to ruin,registry-direct,2026-07-19T13:42:46Z,0
206711,31144,H3068,,ib-judgement,2026-07-19T13:42:46Z,0
206712,31145,H7200,see (raah),read-emergent,2026-07-19T13:42:46Z,0
206713,31146,H5162,to be sorry: comfort,registry-direct,2026-07-19T13:42:46Z,0
206714,31148,H7451,bad: harmful,registry-direct,2026-07-19T13:42:46Z,0
206715,31150,H0559,"'God has forgotten, he won't see'",read-emergent,2026-07-19T13:42:46Z,0
206716,31153,H7843,to ruin,registry-direct,2026-07-19T13:42:46Z,0
206717,31157,H7503,"refrain from anger, forsake wrath",read-emergent,2026-07-19T13:42:46Z,0
206718,31162,H3068,,ib-judgement,2026-07-19T13:42:46Z,0
206719,31163,H5975,stands not in sinners' way,read-emergent,2026-07-19T13:42:46Z,0
206720,44132,H0935,come before (bo),read-emergent,2026-07-19T13:42:46Z,0
206721,44142,H1285,covenant,registry-direct,2026-07-19T13:42:46Z,0
206722,44147,H3068,,ib-judgement,2026-07-19T13:42:46Z,0
206723,44148,H4886,to anoint,registry-direct,2026-07-19T13:42:46Z,0
206724,44157,H3068,,ib-judgement,2026-07-19T13:42:46Z,0
206725,44162,H8085,to hear: hear,registry-direct,2026-07-19T13:42:46Z,0
206726,44165,H4886,to anoint,registry-direct,2026-07-19T13:42:46Z,0
206727,44174,H1245,to seek,registry-direct,2026-07-19T13:42:46Z,0
206728,44179,H8085,to hear: hear,registry-direct,2026-07-19T13:42:46Z,0
206729,44184,H0398,eat up / devour (akal - eat up my people),read-emergent,2026-07-19T13:42:46Z,0
206730,44188,H3068,,ib-judgement,2026-07-19T13:42:46Z,0
206731,44192,H8057,joy,registry-direct,2026-07-19T13:42:46Z,0
206732,44202,H4886,to anoint,registry-direct,2026-07-19T13:42:46Z,0
206733,44205,H3068,,ib-judgement,2026-07-19T13:42:46Z,0
206734,45410,H7489,be evil,registry-direct,2026-07-19T13:42:46Z,0
206735,46845,H4487,number (manah),read-emergent,2026-07-19T13:42:46Z,0
206736,46852,H6944,holiness,registry-direct,2026-07-19T13:42:46Z,0
206737,46884,H0935,come before (bo),read-emergent,2026-07-19T13:42:46Z,0
206738,46912,H8057,joy,registry-direct,2026-07-19T13:42:46Z,0
206739,51966,H2421,to live,ib-judgement,2026-07-19T13:42:46Z,0
206740,56664,H8104,to keep: obey,registry-direct,2026-07-19T13:42:46Z,0
206741,56665,H6213,practice (asah),read-emergent,2026-07-19T13:42:46Z,0
206742,56670,H4941,justice: judgement,registry-direct,2026-07-19T13:42:46Z,0
206743,56675,H3068,,ib-judgement,2026-07-19T13:42:46Z,0
206744,56681,H2388,to strengthen: strengthen,ib-judgement,2026-07-19T13:42:46Z,0
206745,56682,H0553,to strengthen,ib-judgement,2026-07-19T13:42:46Z,0
206746,56683,H3372,to fear,registry-direct,2026-07-19T13:42:46Z,0
206747,56687,H2865,to to be dismayed,ib-judgement,2026-07-19T13:42:46Z,0
206748,56689,H0559,"'God has forgotten, he won't see'",read-emergent,2026-07-19T13:42:46Z,0
206749,56693,H2388,to strengthen: strengthen,ib-judgement,2026-07-19T13:42:46Z,0
206750,56695,H0553,to strengthen,ib-judgement,2026-07-19T13:42:46Z,0
206751,56696,H6213,practice (asah),read-emergent,2026-07-19T13:42:46Z,0
206752,56697,H3372,to fear,registry-direct,2026-07-19T13:42:46Z,0
206753,56699,H2865,to to be dismayed,ib-judgement,2026-07-19T13:42:46Z,0
206754,56702,H3068,,ib-judgement,2026-07-19T13:42:46Z,0
206755,56704,H0430,,ib-judgement,2026-07-19T13:42:46Z,0
206756,56705,H0430,,ib-judgement,2026-07-19T13:42:46Z,0
206757,56707,H7503,"refrain from anger, forsake wrath",read-emergent,2026-07-19T13:42:46Z,0
206758,56711,H5800,forsake (azab),read-emergent,2026-07-19T13:42:46Z,0
206759,56721,H3068,,ib-judgement,2026-07-19T13:42:46Z,0
206760,56722,H3615,pass away (kalah),read-emergent,2026-07-19T13:42:46Z,0
206761,59681,H0559,"'God has forgotten, he won't see'",read-emergent,2026-07-19T13:42:46Z,0
206762,59683,H5375,lift up (nasa),read-emergent,2026-07-19T13:42:46Z,0
206763,59692,H0935,come before (bo),read-emergent,2026-07-19T13:42:46Z,0
206764,59700,H5375,lift up (nasa),read-emergent,2026-07-19T13:42:46Z,0
206765,59702,H0014,be willing,registry-direct,2026-07-19T13:42:46Z,0
206766,59707,H3372,to fear,registry-direct,2026-07-19T13:42:46Z,0
206767,59720,H3372,to fear,registry-direct,2026-07-19T13:42:46Z,0
206768,59721,H0430,,ib-judgement,2026-07-19T13:42:46Z,0
206769,59727,H0559,"'God has forgotten, he won't see'",read-emergent,2026-07-19T13:42:46Z,0
206770,59731,H0935,come before (bo),read-emergent,2026-07-19T13:42:46Z,0
206771,59736,H0430,,ib-judgement,2026-07-19T13:42:46Z,0
206772,59740,H3068,,ib-judgement,2026-07-19T13:42:46Z,0
206773,59742,H1984,to shine,registry-direct,2026-07-19T13:42:46Z,0
206774,59743,H3372,to fear,registry-direct,2026-07-19T13:42:46Z,0
206775,59747,H0430,,ib-judgement,2026-07-19T13:42:46Z,0
206776,62298,H0430,,ib-judgement,2026-07-19T13:42:46Z,0
206777,62300,H1980,walk (halak),read-emergent,2026-07-19T13:42:46Z,0
206778,62301,H6299,to ransom,registry-direct,2026-07-19T13:42:46Z,0
206779,62306,H7760,make (sim),read-emergent,2026-07-19T13:42:46Z,0
206780,62308,H8034,name,registry-direct,2026-07-19T13:42:46Z,0
206781,62312,H3372,to fear,registry-direct,2026-07-19T13:42:46Z,0
206782,62320,H6299,to ransom,registry-direct,2026-07-19T13:42:46Z,0
206783,64071,H8034,name,registry-direct,2026-07-19T13:42:46Z,0
206784,64078,H3068,,ib-judgement,2026-07-19T13:42:46Z,0
206785,64081,H6343,dread,registry-direct,2026-07-19T13:42:46Z,0
206786,64722,H7760,make (sim),read-emergent,2026-07-19T13:42:46Z,0
206787,64729,H7931,be at rest / settle (shakan - and be at rest),read-emergent,2026-07-19T13:42:46Z,0
206788,64732,H7264,to tremble,ib-judgement,2026-07-19T13:42:46Z,0
206789,64737,H5766,injustice,registry-direct,2026-07-19T13:42:46Z,0
206790,86447,H1980,walk (halak),read-emergent,2026-07-19T13:42:46Z,0
206791,86448,H1980,walk (halak),read-emergent,2026-07-19T13:42:46Z,0
206792,86449,H1431,to magnify,registry-direct,2026-07-19T13:42:46Z,0
206793,86450,H3068,,ib-judgement,2026-07-19T13:42:46Z,0
206794,86455,H8034,name,registry-direct,2026-07-19T13:42:46Z,0
206795,86456,H0539,be faithful,registry-direct,2026-07-19T13:42:46Z,0
206796,86457,H1431,to magnify,registry-direct,2026-07-19T13:42:46Z,0
206797,86460,H5769,forever: enduring,registry-direct,2026-07-19T13:42:46Z,0
206798,86461,H0559,"'God has forgotten, he won't see'",read-emergent,2026-07-19T13:42:46Z,0
206799,86463,H3068,,ib-judgement,2026-07-19T13:42:46Z,0
206800,86465,H0430,,ib-judgement,2026-07-19T13:42:46Z,0
206801,86469,H0430,,ib-judgement,2026-07-19T13:42:46Z,0
206802,86480,H0559,"'God has forgotten, he won't see'",read-emergent,2026-07-19T13:42:46Z,0
206803,86485,H7390,tender,registry-direct,2026-07-19T13:42:46Z,0
206804,86492,H3068,,ib-judgement,2026-07-19T13:42:46Z,0
206805,86496,H1431,to magnify,registry-direct,2026-07-19T13:42:46Z,0
206806,86498,H8034,name,registry-direct,2026-07-19T13:42:46Z,0
206807,86523,H3519,glory,ib-judgement,2026-07-19T13:42:46Z,0
206808,86530,H4910,given dominion,read-emergent,2026-07-19T13:42:46Z,0
206809,86540,H1369,might,registry-direct,2026-07-19T13:42:46Z,0
206810,86545,H1431,to magnify,registry-direct,2026-07-19T13:42:46Z,0
206811,86548,H2388,to strengthen: strengthen,ib-judgement,2026-07-19T13:42:46Z,0
206812,86553,H3068,,ib-judgement,2026-07-19T13:42:46Z,0
206813,86558,H1431,to magnify,registry-direct,2026-07-19T13:42:46Z,0
206814,86559,H5869,eye wasting from grief,read-emergent,2026-07-19T13:42:46Z,0
206815,86566,H1935,splendor,ib-judgement,2026-07-19T13:42:46Z,0
206816,99132,H1980,walk (halak),read-emergent,2026-07-19T13:42:46Z,0
206817,99136,H1696,enemies speak lies (v11),read-emergent,2026-07-19T13:42:46Z,0
206818,99141,H8199,defend / judge for (shaphat - may he defend the cause of the poor),read-emergent,2026-07-19T13:42:46Z,0
206819,99149,H0559,"'God has forgotten, he won't see'",read-emergent,2026-07-19T13:42:46Z,0
206820,99174,H1696,enemies speak lies (v11),read-emergent,2026-07-19T13:42:46Z,0
206821,99180,H5869,eye wasting from grief,read-emergent,2026-07-19T13:42:46Z,0
206822,99182,H0430,,ib-judgement,2026-07-19T13:42:46Z,0
206823,99184,H1696,enemies speak lies (v11),read-emergent,2026-07-19T13:42:46Z,0
206824,99192,H7200,see (raah),read-emergent,2026-07-19T13:42:46Z,0
206825,99198,H4609,thought,registry-direct,2026-07-19T13:42:46Z,0
206826,99199,H3068,,ib-judgement,2026-07-19T13:42:46Z,0
206827,99201,H0430,,ib-judgement,2026-07-19T13:42:46Z,0
206828,99204,H3068,,ib-judgement,2026-07-19T13:42:46Z,0
206829,99208,H1696,enemies speak lies (v11),read-emergent,2026-07-19T13:42:46Z,0
206830,99215,H0539,be faithful,registry-direct,2026-07-19T13:42:46Z,0
206831,99218,H5769,forever: enduring,registry-direct,2026-07-19T13:42:46Z,0
206832,99219,H6213,practice (asah),read-emergent,2026-07-19T13:42:46Z,0
206833,99222,H1696,enemies speak lies (v11),read-emergent,2026-07-19T13:42:46Z,0
206834,99223,H3068,,ib-judgement,2026-07-19T13:42:46Z,0
206835,99224,H1696,enemies speak lies (v11),read-emergent,2026-07-19T13:42:46Z,0
206836,99229,H0559,"'God has forgotten, he won't see'",read-emergent,2026-07-19T13:42:46Z,0
206837,99231,H1980,walk (halak),read-emergent,2026-07-19T13:42:46Z,0
206838,99232,H1696,enemies speak lies (v11),read-emergent,2026-07-19T13:42:46Z,0
206839,99233,H0559,"'God has forgotten, he won't see'",read-emergent,2026-07-19T13:42:46Z,0
206840,99238,H0559,"'God has forgotten, he won't see'",read-emergent,2026-07-19T13:42:46Z,0
206841,99239,H3068,,ib-judgement,2026-07-19T13:42:46Z,0
206842,99242,H5186,turn aside (natah),read-emergent,2026-07-19T13:42:46Z,0
206843,99243,H0977,to choose,ib-judgement,2026-07-19T13:42:46Z,0
206844,99249,H6213,practice (asah),read-emergent,2026-07-19T13:42:46Z,0
206845,99260,H1696,enemies speak lies (v11),read-emergent,2026-07-19T13:42:46Z,0
206846,99261,H8034,name,registry-direct,2026-07-19T13:42:46Z,0
206847,99263,H3068,,ib-judgement,2026-07-19T13:42:46Z,0
206848,99266,H3068,,ib-judgement,2026-07-19T13:42:46Z,0
206849,99274,H3068,,ib-judgement,2026-07-19T13:42:46Z,0
206850,99275,H0430,,ib-judgement,2026-07-19T13:42:46Z,0
206851,99276,H1696,enemies speak lies (v11),read-emergent,2026-07-19T13:42:46Z,0
206852,106159,H3068,,ib-judgement,2026-07-19T13:42:46Z,0
206853,106160,H2142,to remember,ib-judgement,2026-07-19T13:42:46Z,0
206854,106163,H3034,to give thanks,registry-direct,2026-07-19T13:42:46Z,0
206855,106166,H1984,to shine,registry-direct,2026-07-19T13:42:46Z,0
206856,106169,H3068,,ib-judgement,2026-07-19T13:42:46Z,0
206857,106171,H0430,,ib-judgement,2026-07-19T13:42:46Z,0
206858,106173,H1288,to bless,ib-judgement,2026-07-19T13:42:46Z,0
206859,106174,H3068,,ib-judgement,2026-07-19T13:42:46Z,0
206860,106175,H0430,,ib-judgement,2026-07-19T13:42:46Z,0
206861,106178,H5769,forever: enduring,registry-direct,2026-07-19T13:42:46Z,0
206862,106182,H5769,forever: enduring,registry-direct,2026-07-19T13:42:46Z,0
206863,106187,H0559,"'God has forgotten, he won't see'",read-emergent,2026-07-19T13:42:46Z,0
206864,106189,H1984,to shine,registry-direct,2026-07-19T13:42:46Z,0
206865,106190,H3068,,ib-judgement,2026-07-19T13:42:46Z,0
206866,106199,H1984,to shine,registry-direct,2026-07-19T13:42:46Z,0
206867,106200,H3068,,ib-judgement,2026-07-19T13:42:46Z,0
206868,106205,H6213,practice (asah),read-emergent,2026-07-19T13:42:46Z,0
206869,106206,H1984,to shine,registry-direct,2026-07-19T13:42:46Z,0
206870,106208,H5975,stands not in sinners' way,read-emergent,2026-07-19T13:42:46Z,0
206871,106215,H3034,to give thanks,registry-direct,2026-07-19T13:42:46Z,0
206872,106217,H1984,to shine,registry-direct,2026-07-19T13:42:46Z,0
206873,106220,H3068,,ib-judgement,2026-07-19T13:42:46Z,0
206874,106248,H3034,to give thanks,registry-direct,2026-07-19T13:42:46Z,0
206875,106250,H1984,to shine,registry-direct,2026-07-19T13:42:46Z,0
206876,106251,H3068,,ib-judgement,2026-07-19T13:42:46Z,0
206877,106255,H3034,to give thanks,registry-direct,2026-07-19T13:42:46Z,0
206878,106257,H0430,,ib-judgement,2026-07-19T13:42:46Z,0
206879,106258,H1984,to shine,registry-direct,2026-07-19T13:42:46Z,0
206880,106264,H8034,name,registry-direct,2026-07-19T13:42:46Z,0
206881,107718,H1984,to shine,registry-direct,2026-07-19T13:42:46Z,0
206882,107719,H6944,holiness,registry-direct,2026-07-19T13:42:46Z,0
206883,107720,H8034,name,registry-direct,2026-07-19T13:42:46Z,0
206884,107722,H3820,heart,registry-direct,2026-07-19T13:42:46Z,0
206885,107723,H1245,to seek,registry-direct,2026-07-19T13:42:46Z,0
206886,107724,H3068,,ib-judgement,2026-07-19T13:42:46Z,0
206887,107725,H8055,to rejoice,registry-direct,2026-07-19T13:42:46Z,0
206888,108580,H3513,to honor: honour,ib-judgement,2026-07-19T13:42:46Z,0
206889,108586,H7121,to call: call to,registry-direct,2026-07-19T13:42:46Z,0
206890,108588,H8034,name,registry-direct,2026-07-19T13:42:46Z,0
206891,108591,H0559,"'God has forgotten, he won't see'",read-emergent,2026-07-19T13:42:46Z,0
206892,108595,H6090,pain,ib-judgement,2026-07-19T13:42:46Z,0
206893,108597,H3513,to honor: honour,ib-judgement,2026-07-19T13:42:46Z,0
206894,108609,H0935,come before (bo),read-emergent,2026-07-19T13:42:46Z,0
206895,108615,H3513,to honor: honour,ib-judgement,2026-07-19T13:42:46Z,0
206896,108620,H0935,come before (bo),read-emergent,2026-07-19T13:42:46Z,0
206897,108629,H7760,make (sim),read-emergent,2026-07-19T13:42:46Z,0
206898,108636,H0559,"'God has forgotten, he won't see'",read-emergent,2026-07-19T13:42:46Z,0
206899,108639,H5869,eye wasting from grief,read-emergent,2026-07-19T13:42:46Z,0
206900,108643,H7971,stretch out the hands (shalach),read-emergent,2026-07-19T13:42:46Z,0
206901,108646,H5162,to be sorry: comfort,registry-direct,2026-07-19T13:42:46Z,0
206902,108649,H3513,to honor: honour,ib-judgement,2026-07-19T13:42:46Z,0
206903,108657,H0935,come before (bo),read-emergent,2026-07-19T13:42:46Z,0
206904,108664,H2015,you turned my mourning into dancing,read-emergent,2026-07-19T13:42:46Z,0
206905,108667,H7270,refuses to slander,read-emergent,2026-07-19T13:42:46Z,0
206906,111172,H3427,dwell in unity (yashab),read-emergent,2026-07-19T13:42:46Z,0
206907,111177,H0935,come before (bo),read-emergent,2026-07-19T13:42:46Z,0
206908,111198,H3427,dwell in unity (yashab),read-emergent,2026-07-19T13:42:46Z,0
206909,111239,H2428,strength: soldiers,registry-direct,2026-07-19T13:42:46Z,0
206910,111264,H4672,suffer (matsa),read-emergent,2026-07-19T13:42:46Z,0
206911,111329,H5375,lift up (nasa),read-emergent,2026-07-19T13:42:46Z,0
206912,111343,H3068,,ib-judgement,2026-07-19T13:42:46Z,0
206913,111344,H0559,"'God has forgotten, he won't see'",read-emergent,2026-07-19T13:42:46Z,0
206914,113900,H7832,laugh / deride (sachaq - laugh at him),read-emergent,2026-07-19T13:42:46Z,0
206915,113903,H0430,,ib-judgement,2026-07-19T13:42:46Z,0
206916,113907,H5797,strength,registry-direct,2026-07-19T13:42:46Z,0
206917,113926,H1875,to seek,registry-direct,2026-07-19T13:42:46Z,0
206918,113927,H3068,,ib-judgement,2026-07-19T13:42:46Z,0
206919,113928,H5797,strength,registry-direct,2026-07-19T13:42:46Z,0
206920,113930,H1245,to seek,registry-direct,2026-07-19T13:42:46Z,0
206921,113935,H1935,splendor,ib-judgement,2026-07-19T13:42:46Z,0
206922,113936,H1926,glory,ib-judgement,2026-07-19T13:42:46Z,0
206923,113940,H5797,strength,registry-direct,2026-07-19T13:42:46Z,0
206924,113942,H2304,joy,registry-direct,2026-07-19T13:42:46Z,0
206925,113947,H3051,"ascribe glory, worship in holiness",read-emergent,2026-07-19T13:42:46Z,0
206926,113948,H3068,,ib-judgement,2026-07-19T13:42:46Z,0
206927,113952,H3051,"ascribe glory, worship in holiness",read-emergent,2026-07-19T13:42:46Z,0
206928,113953,H3068,,ib-judgement,2026-07-19T13:42:46Z,0
206929,113955,H3519,glory,ib-judgement,2026-07-19T13:42:46Z,0
206930,113956,H5797,strength,registry-direct,2026-07-19T13:42:46Z,0
206931,116980,H3068,,ib-judgement,2026-07-19T13:42:46Z,0
206932,116982,H0430,,ib-judgement,2026-07-19T13:42:46Z,0
206933,116983,H5117,to rest,ib-judgement,2026-07-19T13:42:46Z,0
206934,116993,H3427,dwell in unity (yashab),read-emergent,2026-07-19T13:42:46Z,0
206935,117005,H3068,,ib-judgement,2026-07-19T13:42:46Z,0
206936,118203,H7200,see (raah),read-emergent,2026-07-19T13:42:46Z,0
206937,118209,H7999,to complete,registry-direct,2026-07-19T13:42:46Z,0
206938,118212,H5647,to serve,registry-direct,2026-07-19T13:42:46Z,0
206939,118217,H0014,be willing,registry-direct,2026-07-19T13:42:46Z,0
206940,118218,H3467,to save,registry-direct,2026-07-19T13:42:46Z,0
206941,128371,H8034,name,registry-direct,2026-07-19T13:42:46Z,0
206942,128409,H6944,holiness,registry-direct,2026-07-19T13:42:46Z,0
206943,128410,H6944,holiness,registry-direct,2026-07-19T13:42:46Z,0
206944,128412,H3722,,ib-judgement,2026-07-19T13:42:46Z,0
206945,128421,H0430,,ib-judgement,2026-07-19T13:42:46Z,0
206946,128433,H1980,walk (halak),read-emergent,2026-07-19T13:42:46Z,0
206947,128434,H0559,"'God has forgotten, he won't see'",read-emergent,2026-07-19T13:42:46Z,0
206948,128440,H0559,"'God has forgotten, he won't see'",read-emergent,2026-07-19T13:42:46Z,0
206949,128441,H3068,,ib-judgement,2026-07-19T13:42:46Z,0
206950,128449,H3427,dwell in unity (yashab),read-emergent,2026-07-19T13:42:46Z,0
206951,128454,H0559,"'God has forgotten, he won't see'",read-emergent,2026-07-19T13:42:46Z,0
206952,128461,H0559,"'God has forgotten, he won't see'",read-emergent,2026-07-19T13:42:46Z,0
206953,128462,H3068,,ib-judgement,2026-07-19T13:42:46Z,0
206954,128486,H3519,glory,ib-judgement,2026-07-19T13:42:46Z,0
206955,128491,H3045,to know,registry-direct,2026-07-19T13:42:46Z,0
206956,128501,H3068,,ib-judgement,2026-07-19T13:42:46Z,0
206957,128502,H3820,heart,registry-direct,2026-07-19T13:42:46Z,0
206958,128506,H6213,practice (asah),read-emergent,2026-07-19T13:42:46Z,0
206959,128514,H3045,to know,registry-direct,2026-07-19T13:42:46Z,0
206960,128522,H0430,,ib-judgement,2026-07-19T13:42:46Z,0
206961,128537,H4672,suffer (matsa),read-emergent,2026-07-19T13:42:46Z,0
206962,128538,H6419,to pray,registry-direct,2026-07-19T13:42:46Z,0
206963,128546,H3068,,ib-judgement,2026-07-19T13:42:46Z,0
206964,128548,H0430,,ib-judgement,2026-07-19T13:42:46Z,0
206965,128551,H1696,enemies speak lies (v11),read-emergent,2026-07-19T13:42:46Z,0
206966,128554,H2896,pleasant,registry-direct,2026-07-19T13:42:46Z,0
206967,128561,H2974,be willing,registry-direct,2026-07-19T13:42:46Z,0
206968,128562,H1288,to bless,ib-judgement,2026-07-19T13:42:46Z,0
206969,128567,H5769,forever: enduring,registry-direct,2026-07-19T13:42:46Z,0
206970,128577,H3068,,ib-judgement,2026-07-19T13:42:46Z,0
206971,128578,H1288,to bless,ib-judgement,2026-07-19T13:42:46Z,0
206972,128579,H1288,to bless,ib-judgement,2026-07-19T13:42:46Z,0
206973,128580,H5769,forever: enduring,registry-direct,2026-07-19T13:42:46Z,0
206974,128590,H5375,lift up (nasa),read-emergent,2026-07-19T13:42:46Z,0
206975,128593,H7760,make (sim),read-emergent,2026-07-19T13:42:46Z,0
206976,128602,H5375,lift up (nasa),read-emergent,2026-07-19T13:42:46Z,0
206977,128604,H3068,,ib-judgement,2026-07-19T13:42:46Z,0
206978,128605,H3467,to save,registry-direct,2026-07-19T13:42:46Z,0
206979,128611,H1980,walk (halak),read-emergent,2026-07-19T13:42:46Z,0
206980,128623,H0935,come before (bo),read-emergent,2026-07-19T13:42:46Z,0
206981,128626,H7760,make (sim),read-emergent,2026-07-19T13:42:46Z,0
206982,128636,H3068,,ib-judgement,2026-07-19T13:42:46Z,0
206983,128637,H3467,to save,registry-direct,2026-07-19T13:42:46Z,0
206984,128643,H1980,walk (halak),read-emergent,2026-07-19T13:42:46Z,0
206985,128645,H0559,"'God has forgotten, he won't see'",read-emergent,2026-07-19T13:42:46Z,0
206986,128646,H6213,practice (asah),read-emergent,2026-07-19T13:42:46Z,0
206987,128647,H2617,kindness,registry-direct,2026-07-19T13:42:46Z,0
206988,128654,H6213,practice (asah),read-emergent,2026-07-19T13:42:46Z,0
206989,128655,H2617,kindness,registry-direct,2026-07-19T13:42:46Z,0
206990,128660,H7971,stretch out the hands (shalach),read-emergent,2026-07-19T13:42:46Z,0
206991,128662,H5162,to be sorry: comfort,registry-direct,2026-07-19T13:42:46Z,0
206992,128669,H0935,come before (bo),read-emergent,2026-07-19T13:42:46Z,0
206993,128677,H5162,to be sorry: comfort,registry-direct,2026-07-19T13:42:46Z,0
206994,128696,H7971,stretch out the hands (shalach),read-emergent,2026-07-19T13:42:46Z,0
206995,128715,H0559,"'God has forgotten, he won't see'",read-emergent,2026-07-19T13:42:46Z,0
206996,128716,H3068,,ib-judgement,2026-07-19T13:42:46Z,0
206997,128741,H1245,to seek,registry-direct,2026-07-19T13:42:46Z,0
206998,128747,H0819,guiltiness,ib-judgement,2026-07-19T13:42:46Z,0
206999,128752,H0559,"'God has forgotten, he won't see'",read-emergent,2026-07-19T13:42:46Z,0
207000,128754,H0430,,ib-judgement,2026-07-19T13:42:46Z,0
207001,128756,H2398,to sin,registry-direct,2026-07-19T13:42:46Z,0
207002,128759,H6213,practice (asah),read-emergent,2026-07-19T13:42:46Z,0
207003,128769,H5771,iniquity: crime,registry-direct,2026-07-19T13:42:46Z,0
207004,128775,H5528,be foolish,registry-direct,2026-07-19T13:42:46Z,0
