strong,stepGloss,language,cluster_code,short_name,source,created_at
G0081,brotherhood,Greek,M44,Relational,old-system-migration,2026-08-11T15:45:16Z
G0085,be distressed,Greek,M01,Fear,old-system-migration,2026-08-11T15:45:16Z
G0086,hell: Hades,Greek,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
G0087,impartial,Greek,M26,Righteousness,old-system-migration,2026-08-11T15:45:16Z
G0090,unspoilable,Greek,T2,Supplementary,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
G0091,to harm,Greek,M24,Weakness,old-system-migration,2026-08-11T15:45:16Z
G0092,crime,Greek,M10,Sin,old-system-migration,2026-08-11T15:45:16Z
G0093,unrighteousness,Greek,M10b,Wickedness,old-system-migration,2026-08-11T15:45:16Z
G0094,unjust,Greek,M10,Sin,old-system-migration,2026-08-11T15:45:16Z
G0095,unjustly,Greek,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
G0096,failing,Greek,M24,Weakness,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
G0097,pure,Greek,M12,Purity,old-system-migration,2026-08-11T15:45:16Z
G0101,be impossible,Greek,T2,Supplementary,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
G0102,unable,Greek,T2,Supplementary,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
G0103,to sing,Greek,M42,Speech,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
G0104,always,Greek,T2,Supplementary,auto-precedent,2026-08-12T14:50:55Z
G0111,unlawful,Greek,T2,Supplementary,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
G0114,to reject,Greek,M07,Shame,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
G0120,be discouraged,Greek,M20,Doubt,old-system-migration,2026-08-11T15:45:16Z
G0121,innocent,Greek,M12,Purity,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
G0122,goat's,Greek,T2,Supplementary,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G0129G,blood,Greek,T2,Supplementary,auto-precedent,2026-08-12T14:50:55Z
G0133,praise,Greek,M22,Praise,old-system-migration,2026-08-11T15:45:16Z
G0134,to praise,Greek,M22,Praise,old-system-migration,2026-08-11T15:45:16Z
G0136,praise,Greek,M22,Praise,old-system-migration,2026-08-11T15:45:16Z
G0138,to choose,Greek,M37,Calling,old-system-migration,2026-08-11T15:45:16Z
G0139,sect,Greek,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
G0140,to choose,Greek,M37,Calling,old-system-migration,2026-08-11T15:45:16Z
G0141,schismatic,Greek,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
G0142,to take up,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G0143,to perceive,Greek,M15,Wisdom,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
G0144,insight,Greek,M43,Prophecy,old-system-migration,2026-08-11T15:45:16Z
G0145,sense,Greek,M15,Wisdom,old-system-migration,2026-08-11T15:45:16Z
G0146,greedy,Greek,M28,Envy,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
G0147,greedily,Greek,M28,Envy,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
G0149,shameful,Greek,M07,Shame,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
G0150,shameful,Greek,M07,Shame,old-system-migration,2026-08-11T15:45:16Z
G0152,shame,Greek,M07,Shame,old-system-migration,2026-08-11T15:45:16Z
G0153,be ashamed,Greek,M07,Shame,old-system-migration,2026-08-11T15:45:16Z
G0154,to ask,Greek,M21,Prayer,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
G0156,cause/charge,Greek,M26,Righteousness,old-system-migration,2026-08-11T15:45:16Z
G0157,charge,Greek,M26,Righteousness,auto-precedent,2026-08-12T14:50:56Z
G0158,reason for charge,Greek,M15,Wisdom,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
G0159,causer,Greek,M26,Righteousness,old-system-migration,2026-08-11T15:45:16Z
G0162,to take captive,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G0163,to capture,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G0165H,an age: eternity,Greek,T2,Supplementary,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
G0167,impurity,Greek,M10c,Defilement,old-system-migration,2026-08-11T15:45:16Z
G0168,uncleanness,Greek,M12,Purity,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
G0169,unclean,Greek,M10c,Defilement,old-system-migration,2026-08-11T15:45:16Z
G0172,innocent,Greek,M12,Purity,old-system-migration,2026-08-11T15:45:16Z
G0176,beyond reproach,Greek,M06,Hate,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
G0178,uncondemned,Greek,M12,Purity,old-system-migration,2026-08-11T15:45:16Z
G0181,disorder,Greek,T2,Supplementary,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
G0185,innocent,Greek,M12,Purity,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
G0187,to ripen,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G0188,still,Greek,T2,Supplementary,auto-precedent,2026-08-12T14:50:56Z
G0189,hearing,Greek,M41,Remembrance,old-system-migration,2026-08-11T15:45:16Z
G0190,to follow,Greek,T3,Operations,auto-precedent,2026-08-12T14:50:56Z
G0191,to hear,Greek,T3,Operations,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
G0192,self-indulgence,Greek,M28,Envy,old-system-migration,2026-08-11T15:45:16Z
G0193,intemperate,Greek,M08,Pride,old-system-migration,2026-08-11T15:45:16Z
G0194,undiluted,Greek,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
G0198,be exactly,Greek,T2,Supplementary,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
G0203,uncircumcision,Greek,M32,Covenant,manual-covenant-cluster-20260813,2026-08-13T10:32:29Z
G0208,to nullify,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G0212,boasting,Greek,M08,Pride,old-system-migration,2026-08-11T15:45:16Z
G0213,braggart,Greek,M08,Pride,old-system-migration,2026-08-11T15:45:16Z
G0214,to wail,Greek,M03,Grief,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
G0216,mute,Greek,M07,Shame,auto-precedent,2026-08-12T14:50:56Z
G0218,to anoint,Greek,T3,Operations,llm-reassignment-v1_1-20260811,2026-08-12T08:40:51Z
G0220,rooster,Greek,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
G0225,truth,Greek,M13,Truth,old-system-migration,2026-08-11T15:45:16Z
G0226,be truthful,Greek,M13,Truth,old-system-migration,2026-08-11T15:45:16Z
G0227,true,Greek,M13,Truth,old-system-migration,2026-08-11T15:45:16Z
G0228,true,Greek,M13,Truth,old-system-migration,2026-08-11T15:45:16Z
G0229,to grind,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G0230,truly,Greek,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
G0232,to fish,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G0233,to salt,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G0234,defilement,Greek,M10c,Defilement,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
G0235,but,Greek,T2,Supplementary,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
G0236,to change,Greek,M45,Transformation,old-system-migration,2026-08-11T15:45:16Z
G0238,to use an analogy,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G0242,to spring,Greek,T3,Operations,auto-precedent,2026-08-12T14:50:57Z
G0248,to thresh,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G0253,without anxiety,Greek,M33,Peace,old-system-migration,2026-08-11T15:45:16Z
G0260,together,Greek,T2,Supplementary,auto-precedent,2026-08-12T14:50:57Z
G0264,to sin,Greek,M10,Sin,old-system-migration,2026-08-11T15:45:16Z
G0265,sin,Greek,M10,Sin,old-system-migration,2026-08-11T15:45:16Z
G0266,sin,Greek,M10,Sin,old-system-migration,2026-08-11T15:45:16Z
G0268,sinful,Greek,M10,Sin,old-system-migration,2026-08-11T15:45:16Z
G0270,to mow,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G0272,to neglect,Greek,T3,Operations,auto-precedent,2026-08-12T14:50:57Z
G0273,blameless,Greek,M12,Purity,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
G0275,untroubled,Greek,M18,Hope,old-system-migration,2026-08-11T15:45:16Z
G0276,unchangeable,Greek,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
G0278,irrevocable,Greek,M13,Truth,old-system-migration,2026-08-11T15:45:16Z
G0281,amen,Greek,T2,Supplementary,auto-precedent,2026-08-12T14:50:57Z
G0283,pure,Greek,M12,Purity,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
G0292,to defend,Greek,T3,Operations,auto-precedent,2026-08-12T14:50:57Z
G0293,net,Greek,T2,Supplementary,auto-precedent,2026-08-12T14:50:57Z
G0294,to clothe,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G0298,blameless,Greek,M12,Purity,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
G0299,blameless,Greek,M12,Purity,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
G0302,if,Greek,T2,Supplementary,auto-precedent,2026-08-12T14:50:57Z
G0303,each,Greek,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
G0305,to ascend,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G0306,to defer,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G0307,to pull up,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G0310,to cry out,Greek,M42,Speech,auto-precedent,2026-08-12T14:50:57Z
G0313,to rebirth,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G0315,to compel,Greek,M23,Strength,old-system-migration,2026-08-11T15:45:16Z
G0316,necessary,Greek,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
G0317,necessarily,Greek,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
G0318,necessity,Greek,M01,Fear,old-system-migration,2026-08-11T15:45:16Z
G0319,to recognize,Greek,T3,Operations,auto-precedent,2026-08-12T14:50:57Z
G0322,to appoint,Greek,T3,Operations,auto-precedent,2026-08-12T14:50:57Z
G0324,to receive,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G0326,to revive,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G0327,to search,Greek,T3,Operations,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
G0328,to gird,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G0329,to rekindle,Greek,M45,Transformation,old-system-migration,2026-08-11T15:45:16Z
G0330,to renew,Greek,M45,Transformation,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
G0331,cursed,Greek,T2,Supplementary,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
G0332,to take an oath,Greek,T3,Operations,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
G0333,to contemplate,Greek,M15,Wisdom,auto-precedent,2026-08-12T14:50:57Z
G0334,offering,Greek,T2,Supplementary,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
G0337,to kill,Greek,T3,Operations,auto-precedent,2026-08-12T14:50:58Z
G0338,innocent,Greek,M12,Purity,old-system-migration,2026-08-11T15:45:16Z
G0339,to sit up,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G0340,to restore,Greek,T3,Operations,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
G0341,to renew,Greek,M45,Transformation,old-system-migration,2026-08-11T15:45:16Z
G0342,renewal,Greek,M45,Transformation,old-system-migration,2026-08-11T15:45:16Z
G0343,to unveil,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G0344,to return,Greek,M11,Repentance,auto-precedent,2026-08-12T14:50:58Z
G0345,to recline,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G0346,to summarise,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G0347,to recline,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G0349,to yell,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G0350,to investigate,Greek,T3,Operations,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
G0352,to straighten up,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G0353,to take up,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G0355,to consume,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G0357,to consider,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G0361,sinless,Greek,M12,Purity,old-system-migration,2026-08-11T15:45:16Z
G0362,to await,Greek,M17,Counsel,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
G0363,to remind,Greek,M41,Remembrance,old-system-migration,2026-08-11T15:45:16Z
G0364,remembrance,Greek,M41,Remembrance,old-system-migration,2026-08-11T15:45:16Z
G0365,to renew,Greek,M45,Transformation,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
G0366,to regain senses,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G0372,rest,Greek,M33,Peace,auto-precedent,2026-08-12T14:50:58Z
G0374,to persuade,Greek,M35,Testing,auto-precedent,2026-08-12T14:50:58Z
G0375,to send back,Greek,T2,Supplementary,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G0376,crippled,Greek,M24,Weakness,auto-precedent,2026-08-12T14:50:58Z
G0377,to recline,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G0378,to fulfil,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G0380,to unroll,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G0381,to set fire,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G0383,to incite,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G0384,to upset,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G0385,to pull up,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G0388,to recrucify,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G0389,to sigh deeply,Greek,M03,Grief,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
G0392,to compile,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G0394,to set before,Greek,T3,Operations,auto-precedent,2026-08-12T14:50:58Z
G0396,to overturn,Greek,T3,Operations,auto-precedent,2026-08-12T14:50:58Z
G0397,to bring up,Greek,T2,Supplementary,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G0398,to appear,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G0399,to carry up,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G0400,to exclaim,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G0402,to leave,Greek,M11,Repentance,auto-precedent,2026-08-12T14:50:58Z
G0404,to refresh,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G0407,to act like a man,Greek,T3,Operations,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
G0415,merciless,Greek,M05,Love,old-system-migration,2026-08-11T15:45:16Z
G0416,be wind-blown,Greek,T2,Supplementary,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
G0420,not resentful,Greek,M05,Love,old-system-migration,2026-08-11T15:45:16Z
G0424,to go up,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G0425,rest,Greek,M33,Peace,old-system-migration,2026-08-11T15:45:16Z
G0426,to question,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G0427,without,Greek,T2,Supplementary,auto-precedent,2026-08-12T14:50:59Z
G0429,to find,Greek,T2,Supplementary,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G0430,to endure,Greek,M35,Testing,old-system-migration,2026-08-11T15:45:16Z
G0433,be fitting,Greek,T2,Supplementary,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
G0435G,man,Greek,T2,Supplementary,auto-precedent,2026-08-12T14:50:59Z
G0436,to oppose,Greek,M06,Hate,auto-precedent,2026-08-12T14:50:59Z
G0437,to praise,Greek,M22,Praise,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
G0441,people-pleaser,Greek,T2,Supplementary,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G0445,to be proconsul,Greek,T2,Supplementary,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
G0448,merciless,Greek,M05,Love,old-system-migration,2026-08-11T15:45:16Z
G0449,unwashed,Greek,T2,Supplementary,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
G0450,to arise,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G0453,foolish,Greek,M16,Folly,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
G0454,folly,Greek,M16,Folly,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
G0455,to open,Greek,T2,Supplementary,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G0456,to rebuild,Greek,T3,Operations,llm-reassignment-v1_1-20260811,2026-08-12T08:40:51Z
G0458,lawlessness,Greek,M30,Obedience,old-system-migration,2026-08-11T15:45:16Z
G0461,to restore,Greek,T3,Operations,auto-precedent,2026-08-12T14:50:59Z
G0462,unholy,Greek,M12,Purity,old-system-migration,2026-08-11T15:45:16Z
G0463,tolerance,Greek,M05,Love,old-system-migration,2026-08-11T15:45:16Z
G0464,to struggle,Greek,M34,Perseverance,old-system-migration,2026-08-11T15:45:16Z
G0466,to fill again,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G0467,to repay,Greek,M26,Righteousness,old-system-migration,2026-08-11T15:45:16Z
G0470,to contradict,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G0471,to contradict,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G0472,to cling to,Greek,T3,Operations,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
G0473,for,Greek,T2,Supplementary,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
G0474,to discuss,Greek,M15,Wisdom,auto-precedent,2026-08-12T14:50:59Z
G0475,to oppose,Greek,M06,Hate,auto-precedent,2026-08-12T14:50:59Z
G0476,opponent,Greek,M06,Hate,old-system-migration,2026-08-11T15:45:16Z
G0478,to resist,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G0480,be an opponent,Greek,M06,Hate,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
G0482,to help,Greek,M38,Salvation,auto-precedent,2026-08-12T14:50:59Z
G0483,to dispute,Greek,M15,Wisdom,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
G0485,dispute,Greek,M02,Anger,old-system-migration,2026-08-11T15:45:16Z
G0486,to retaliate,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G0487,ransom,Greek,T2,Supplementary,auto-precedent,2026-08-12T14:50:59Z
G0488,to return,Greek,M11,Repentance,auto-precedent,2026-08-12T14:50:59Z
G0492,to pass,Greek,T3,Operations,auto-precedent,2026-08-12T14:50:59Z
G0496,to resist,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G0497,to wage war against,Greek,T2,Supplementary,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G0498,to resist,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G0500,antichrist,Greek,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
G0501,to draw,Greek,T3,Operations,auto-precedent,2026-08-12T14:50:59Z
G0503,to face,Greek,T2,Supplementary,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G0505,genuine,Greek,M12,Purity,old-system-migration,2026-08-11T15:45:16Z
G0506,insubordinate,Greek,M30,Obedience,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
G0509,from above/again,Greek,T2,Supplementary,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
G0514,worthy,Greek,M22,Praise,old-system-migration,2026-08-11T15:45:16Z
G0515,to deem worthy,Greek,M26,Righteousness,old-system-migration,2026-08-11T15:45:16Z
G0518,to announce,Greek,T3,Operations,auto-precedent,2026-08-12T14:51:00Z
G0523,to demand,Greek,T2,Supplementary,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G0524,to become callous,Greek,M30,Obedience,old-system-migration,2026-08-11T15:45:16Z
G0525,to release,Greek,M11,Repentance,auto-precedent,2026-08-12T14:51:00Z
G0526,to alienate,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G0527,tender,Greek,M05,Love,auto-precedent,2026-08-12T14:51:00Z
G0530,once,Greek,T2,Supplementary,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
G0533,to deny,Greek,T3,Operations,auto-precedent,2026-08-12T14:51:00Z
G0537,all,Greek,T2,Supplementary,auto-precedent,2026-08-12T14:51:00Z
G0538,to trick,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G0539,deceit,Greek,M14,Deceit,old-system-migration,2026-08-11T15:45:16Z
G0540,fatherless,Greek,M24,Weakness,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
G0543,disobedience,Greek,M30,Obedience,old-system-migration,2026-08-11T15:45:16Z
G0544,to disobey,Greek,M30,Obedience,old-system-migration,2026-08-11T15:45:16Z
G0545,disobedient,Greek,M30,Obedience,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
G0546,to threaten,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G0548,be absent,Greek,T2,Supplementary,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
G0549,to go,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G0550,to renounce,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G0552,unacquainted,Greek,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
G0554,to take off,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
G0560,to despair,Greek,M18,Hope,old-system-migration,2026-08-11T15:45:16Z
G0563,undistracted,Greek,T2,Supplementary,old-system-migration,2026-08-11T15:45:16Z
G0564,uncircumcised,Greek,M32,Covenant,manual-covenant-cluster-20260813,2026-08-13T10:32:29Z
G0566,to receive/avoid,Greek,T3,Operations,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
G0567,to refrain/,Greek,T3,Operations,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
G0568G,to be distant,Greek,T2,Supplementary,llm-allocation-v1_3-20260811,2026-08-12T07:58:39Z
G0568H,to have in full,Greek,T3,Operations,manual-backfill-triage-20260813,2026-08-13T09:10:57Z
