strongNumber,stepGloss,stepTransliteration,language,count,stem_key
H5868A,iniquities,o.nah,Hebrew,1,iniq
H5543A,`valor`,sal.la,Hebrew,1,valo
H8438A,worm,to.la,Hebrew,4,worm
H0369,nothing,a.yin,Hebrew,795,noth
H3196,wine,ya.yin,Hebrew,141,wine
H4758,appearance,mar.eh,Hebrew,103,appe
H4960,feast,mish.teh,Hebrew,46,feas
H5612H,scroll: book,se.pher,Hebrew,133,scro
H5631,eunuch,sa.ris,Hebrew,42,eunu
H7117,end,qe.tsat,Hebrew,10,end
H7227B,chief,rav,Hebrew,21,chie
H7969,three,sha.losh,Hebrew,436,thre
H8141,year,sha.nah,Hebrew,886,year
H0428,these,el.leh,Hebrew,746,thes
H0702,four,ar.ba,Hebrew,324,four
H0825,enchanter,ash.shaph,Hebrew,2,ench
H0854,with,et,Hebrew,932,with
H2377,vision,cha.zon,Hebrew,35,visi
H2748,magician,char.tom,Hebrew,11,magi
H3978,food,ma.a.khal,Hebrew,30,food
H4453,`steward`,mel.tsar,Hebrew,2,stew
H5973A,with,im,Hebrew,979,with
H6235,ten,e.ser,Hebrew,179,ten
H0230,gone,az.da,Hebrew,2,gone
H0321,another,o.cho.ran,Hebrew,5,anot
H0826,enchanter,a.shaph,Hebrew,6,ench
H2749,magician,char.tom,Hebrew,5,magi
H2877,guardsman,tab.bach,Hebrew,1,guar
H3007,earth,yab.be.shet,Hebrew,1,eart
H3358,honorable,yaq.qir,Hebrew,2,hono
H4430,king,me.lekh,Hebrew,180,king
H5023,reward,ne.viz.bah,Hebrew,2,rewa
H5122,dunghill,ne.va.lu,Hebrew,3,dung
H5922,since,al,Hebrew,133,sinc
H7690,greatly,sag.gi,Hebrew,13,grea
H8142,sleep,she.nah,Hebrew,23,slee
H8147,two,she.na.yim,Hebrew,772,two
H8579,second time,tin.ya.nut,Hebrew,1,seco
H0002,father,av,Hebrew,9,fath
H0320,latter,a.cha.rit,Hebrew,1,latt
H1247I,son: type of,bar,Hebrew,8,sont
H1297,nevertheless,be.ram,Hebrew,5,neve
H1547,captivity,ga.lu,Hebrew,4,capt
H2376,vision,che.zu,Hebrew,12,visi
H3118,day,yom,Hebrew,16,day
H3652,thus,ken,Hebrew,8,thu
H3705,now,ke.an,Hebrew,13,now
H3916,night,le.la,Hebrew,5,nigh
H4903,bed,mish.kav,Hebrew,6,bed
H5094A,light,ne.hir,Hebrew,4,ligh
H5994,deep,a.miq,Hebrew,1,deep
H7328,mystery,raz,Hebrew,9,myst
H7606,remainder,she.ar,Hebrew,12,rema
H8065,heaven,sha.ma.yin,Hebrew,38,heav
H0324,satrap,a.chash.dar.pe.nin,Hebrew,9,satr
H0521,cubit,am.mah,Hebrew,4,cubi
H1411,treasurer,ge.da.ve.ray.ya,Hebrew,2,trea
H1459,midst,gav,Hebrew,13,mids
H1722,gold,de.hav,Hebrew,23,gold
H2597,dedication,cha.nuk.kah,Hebrew,4,dedi
H4083,province,me.di.nah,Hebrew,11,prov
H5135,fire,nur,Hebrew,17,fire
H5443,trigon,sab.be.kha,Hebrew,4,trig
H6460,psaltery,pe.san.te.rin,Hebrew,4,psal
H6613,breadth,pe.ta,Hebrew,2,brea
H7030,lyre,qa.ta.ros,Hebrew,16,lyre
H8160,moment,sha.ah,Hebrew,5,mome
H8353,six,shet,Hebrew,2,six
H8361,sixty,shit.tin,Hebrew,4,sixt
H0069,stone,e.ven,Hebrew,8,ston
H0147,threshing floor,id.dar,Hebrew,1,thre
H0317,another,o.cho.ri,Hebrew,6,anot
H0459,these,il.len,Hebrew,5,thes
H0581A,they,in.nun,Hebrew,3,they
H0677,digit,ets.ba,Hebrew,3,digi
H0772H,earth: inferior,a.ra,Hebrew,1,eart
H0772I,earth: planet,a.ra,Hebrew,16,eart
H1251,field,bar,Hebrew,8,fiel
H1994,they,him.mo,Hebrew,12,they
H2635,clay,cha.saph,Hebrew,9,clay
H2869,fine,tav,Hebrew,2,fine
H3410,thigh,yar.kha,Hebrew,1,thig
H3493,preeminent,yat.tir,Hebrew,8,pree
H3702,silver,ke.saph,Hebrew,13,silv
H5776,bird,oph,Hebrew,2,bird
H5784,chaff,ur,Hebrew,1,chaf
H6523,iron,par.zel,Hebrew,20,iron
H7007,summer,qa.yit,Hebrew,1,summ
H7118,end,qe.tsat,Hebrew,3,end
H7244,fourth,re.vi.i,Hebrew,18,four
H7299,appearance,rev,Hebrew,2,appe
H8523B,third,te.li.tay,Hebrew,4,thir
H0479,these,il.lekh,Hebrew,14,thes
H0703,four,ar.ba,Hebrew,8,four
H3487,whom,yat,Hebrew,1,whom
H3831,garment,le.vush,Hebrew,2,garm
H5622,mantle,sar.bal,Hebrew,2,mant
H6263,ready,a.tid,Hebrew,1,read
H6361,legging,pe.tash,Hebrew,4,legg
H7170,charges,qe.rats,Hebrew,2,char
H7382,smell,re.ach,Hebrew,1,smel
H7631,flame,se.viv,Hebrew,2,flam
H7655,seven,shiv.ah,Hebrew,6,seve
H7960,neglect,sha.lu,Hebrew,4,negl
H8532,three,te.lat,Hebrew,11,thre
H0318,finally,o.cho.ren,Hebrew,1,fina
H0613,bond,e.sur,Hebrew,3,bond
H0735,way,o.rach,Hebrew,2,way
H0754,lengthening,ar.kha,Hebrew,2,leng
H0772G,earth: soil,a.ra,Hebrew,4,eart
H1883,grass,de.te,Hebrew,2,gras
H2379,visibility,cha.zot,Hebrew,2,visi
H2920,dew,tal,Hebrew,5,dew
H3393,month,ye.rach,Hebrew,2,mont
H4203,food,ma.zon,Hebrew,2,food
H5403,eagle,ne.shar,Hebrew,2,eagl
H5491,end,soph,Hebrew,5,end
H5894,watcher,ir,Hebrew,3,watc
H6056,bough,a.naph,Hebrew,4,boug
H6074,foliage,o.phi,Hebrew,3,foli
H6136,root,iq.qar,Hebrew,3,root
H6146,foe,ar,Hebrew,4,foe
H6211B,grass,a.sav,Hebrew,5,gras
H6236,ten,a.sar,Hebrew,6,ten
H6853,bird,tse.phar,Hebrew,4,bird
H7487,luxuriant,ra.a.nan,Hebrew,1,luxu
H7595,affair,she.e.la,Hebrew,1,affa
H8209,fair,shap.pir,Hebrew,2,fair
H8330,root,sho.resh,Hebrew,3,root
H8450,bullock,tor,Hebrew,7,bull
H8460,under,te.chot,Hebrew,5,unde
H8648,two,te.ren,Hebrew,4,two
H0711,purple,ar.ge.van,Hebrew,3,purp
H1247J,son: son,bar,Hebrew,8,sons
H1528,plaster,gir,Hebrew,1,plas
H2002,chain,ham.ni.kha,Hebrew,12,chai
H2562,wine,cha.mar,Hebrew,6,wine
H3792,inscription,ke.tav,Hebrew,12,insc
H3904,concubine,le.che.nah,Hebrew,3,conc
H4484,mina,me.ne,Hebrew,3,mina
H4961,feast,mish.teh,Hebrew,1,feas
H5043,lampstand,nev.rash.ta,Hebrew,1,lamp
H8523A,third,tal.ti,Hebrew,1,thir
H8531,third,te.lat,Hebrew,2,thir
H0633,injunction,e.sar,Hebrew,7,inju
H0744,lion,ar.yeh,Hebrew,10,lion
H0773,bottom,ar.i,Hebrew,1,bott
H1761,diversion,da.cha.vah,Hebrew,1,dive
H3551,window,kav.vah,Hebrew,1,wind
H3969,hundred,me.ah,Hebrew,8,hund
H5053,daylight,no.gah,Hebrew,1,dayl
H5389,woman,ne.shin,Hebrew,1,woma
H5632,chief,sa.rekh,Hebrew,5,chie
H5824,signet ring,iz.qah,Hebrew,2,sign
H5924,above,el.la,Hebrew,1,abov
H5931,pretext,il.lah,Hebrew,3,pret
H5952,roof,a.li,Hebrew,1,roof
H6243,twenty,es.rin,Hebrew,1,twen
H6655,side,tsad,Hebrew,2,side
H6928,previously,qad.mah,Hebrew,2,prev
H7010,statute,qe.yam,Hebrew,2,stat
H8122,sun,she.mash,Hebrew,1,sun
H8139,sleep,she.nah,Hebrew,1,slee
H8238,dawn,she.phar.par,Hebrew,1,dawn
H8411,continuance,te.di.ra,Hebrew,2,cont
H8533,thirty,te.la.tin,Hebrew,2,thir
H0506,thousand,a.laph,Hebrew,7,thou
H0785,fire,esh.sha,Hebrew,1,fire
H0997,between,ben,Hebrew,5,betw
H1535,wheel,gal.gal,Hebrew,1,whee
H1611,wing,gaph,Hebrew,3,wing
H2358,white,chiv.var,Hebrew,1,whit
H3221,sea,yam,Hebrew,2,sea
H3542,thus,kah,Hebrew,1,thu
H5085,sheath,nid.neh,Hebrew,1,shea
H5103H,river,ne.har,Hebrew,1,rive
H5245,leopard,ne.mar,Hebrew,1,leop
H5609,scroll,se.phar,Hebrew,5,scro
H5967,rib,a.la,Hebrew,1,rib
H6015,wool,a.mar,Hebrew,1,wool
H6050,cloud,a.nan,Hebrew,1,clou
H7129,war,qe.rav,Hebrew,1,war
H7240,myriad,rib.bo,Hebrew,5,myri
H7859,side,se.tar,Hebrew,1,side
H8128,tooth,shen,Hebrew,9,toot
H8140,year,she.nah,Hebrew,7,year
H8517,snow,te.lag,Hebrew,1,snow
H8578,second,tin.yan,Hebrew,1,seco
H0180,river,u.val,Hebrew,3,rive
H0314,last,a.cha.ron,Hebrew,51,last
H0319,end,a.cha.rit,Hebrew,61,end
H0352A,ram,a.yil,Hebrew,156,ram
H0505G,thousand,e.leph,Hebrew,507,thou
H0657A,end,e.phes,Hebrew,43,end
H0681,beside,e.tsel,Hebrew,61,besi
H0776H,land: soil,e.rets,Hebrew,186,land
H0859A,you [m.s.],at.tah,Hebrew,745,youm
H0996G,between,ba.yin,Hebrew,387,betw
H1242,morning,bo.qer,Hebrew,214,morn
H2380,vision,cha.zut,Hebrew,5,visi
H3220H,sea: west,yam,Hebrew,75,seaw
H3499A,remainder,ye.ter,Hebrew,96,rema
H3967,hundred,me.ah,Hebrew,593,hund
H4082,province,me.di.nah,Hebrew,53,prov
H4150G,meeting: time appointed,mo.ed,Hebrew,39,meet
H4217H,east,miz.rach,Hebrew,73,east
H4628,west,ma.a.rav,Hebrew,14,west
H4823,trampling,mir.mas,Hebrew,7,tram
H5045H,south,ne.gev,Hebrew,69,sout
H6153,evening,e.rev,Hebrew,134,even
H6828G,north,tsa.phon,Hebrew,150,nort
H7093,end,qets,Hebrew,69,end
H8064,heaven,sha.ma.yim,Hebrew,425,heav
H8145,second,she.ni,Hebrew,156,seco
H8478H,underneath: instead,ta.chat,Hebrew,201,unde
H8548,continually,ta.mid,Hebrew,104,cont
H0376I,man: anyone,ish,Hebrew,546,mana
H2077,sacrifice,ze.vach,Hebrew,162,sacr
H2723,desolation,chor.bah,Hebrew,42,deso
H2742C,trench,cha.ruts,Hebrew,1,tren
H3117L,day: today,yom,Hebrew,221,dayt
H3288,weariness,ye.aph,Hebrew,1,wear
H3671,wing,ka.naph,Hebrew,115,wing
H4161,exit,mo.tsa,Hebrew,27,exit
H4639K,deed,ma.a.seh,Hebrew,50,deed
H4687,commandment,mits.vah,Hebrew,193,comm
H6258,now,at.tah,Hebrew,436,now
H6685,fast,tsom,Hebrew,26,fast
H7138,near,qa.rov,Hebrew,77,near
H7339,street/plaza,re.chov,Hebrew,43,stre
H7350,distant,ra.choq,Hebrew,84,dist
H7651,seven,she.va,Hebrew,395,seve
H7657,seventy,shiv.im,Hebrew,91,seve
H7858,flood,she.teph,Hebrew,6,floo
H8076,devastated,sha.mem,Hebrew,6,deva
H8242,sackcloth,saq,Hebrew,49,sack
H8346,sixty,shish.shim,Hebrew,59,sixt
H8478G,underneath: under,ta.chat,Hebrew,254,unde
H0784,fire,esh,Hebrew,378,fire
H0905H,alone,bad,Hebrew,116,alon
H0906,linen,bad,Hebrew,23,line
H1300B,lightning,ba.raq,Hebrew,21,ligh
H1963,how?,hekh,Hebrew,2,how
H2320G,month,cho.desh,Hebrew,258,mont
H3791,writing,ke.tav,Hebrew,17,writ
H3800,gold,ke.tem,Hebrew,9,gold
H3899G,food,le.chem,Hebrew,72,food
H3940,torch,lap.pid,Hebrew,13,torc
H4759A,vision,mar.ah,Hebrew,11,visi
H5104H,river,na.har,Hebrew,89,rive
H6242,twenty,es.rim,Hebrew,315,twen
H7044,burnished,qa.lal,Hebrew,2,burn
H8658,jasper,tar.shish,Hebrew,7,jasp
H0068G,stone,e.ven,Hebrew,259,ston
H0127G,land: soil,a.da.mah,Hebrew,199,land
H0168G,tent,o.hel,Hebrew,343,tent
H0312,another,a.cher,Hebrew,170,anot
H0339,coastland,i,Hebrew,36,coas
H0430J,gods,e.lo.him,Hebrew,1,god
H0591,fleet,o.niy.yah,Hebrew,34,flee
H0802G,woman,ish.shah,Hebrew,325,woma
H0905J,alone: besides,bad,Hebrew,44,alon
H1121I,son: type of,ben,Hebrew,2,sont
H1323G,daughter,bat,Hebrew,547,daug
H2091,gold,za.hav,Hebrew,389,gold
H2719,sword,che.rev,Hebrew,413,swor
H3220G,sea,yam,Hebrew,321,sea
H3852,flame,le.ha.vah,Hebrew,19,flam
H4005,best,miv.char,Hebrew,12,best
H4013,fortification,miv.tsar,Hebrew,37,fort
H4242,price,me.chir,Hebrew,15,pric
H4362,hidden,mikh.man,Hebrew,1,hidd
H4703,step,mits.ad,Hebrew,3,step
H5236,foreign,ne.khar,Hebrew,36,fore
H5257A,libation,na.sikh,Hebrew,2,liba
H5342,branch,ne.tser,Hebrew,4,bran
H5550,mound,so.le.lah,Hebrew,11,moun
H5828,helper,e.zer,Hebrew,24,help
H6413,survivor,pe.le.tah,Hebrew,28,surv
H6530,violent,pa.rits,Hebrew,6,viol
H6571B,horseman,pa.rash,Hebrew,52,hors
H6716,ship,tsi,Hebrew,4,ship
H7101,chief,qa.tsin,Hebrew,12,chie
H7239,ten thousand,rib.bo,Hebrew,13,tent
H7243,fourth,re.vi.i,Hebrew,57,four
H7393G,chariot,re.khev,Hebrew,119,char
H7628A,captivity,she.vi,Hebrew,50,capt
H7979,table,shul.chan,Hebrew,71,tabl
H8328,root,sho.resh,Hebrew,33,root
H1486,allotted,go.ral,Hebrew,78,allo
H2096,brightness,zo.har,Hebrew,2,brig
H2568,five,cha.mesh,Hebrew,348,five
H3463,sleeping,ya.shen,Hebrew,9,slee
H4605,above,ma.al,Hebrew,144,abov
H7549,expanse,ra.qi.a,Hebrew,17,expa
H7970,thirty,she.lo.shim,Hebrew,182,thir
H8040G,left,se.mol,Hebrew,50,left
H8193J,lip: shore,sa.phah,Hebrew,18,lips
H8673,ninety,tish.im,Hebrew,20,nine
H1709H,fish,dag,Hebrew,15,fish
H3004,dry land,yab.ba.shah,Hebrew,14,dryl
H3411,flank,yar.khah,Hebrew,34,flan
H3915,night,lay.lah,Hebrew,239,nigh
H4419,mariner,mal.lach,Hebrew,4,mari
H5591A,tempest,sa.ar,Hebrew,8,temp
H5600,ship,se.phi.nah,Hebrew,1,ship
H7939,wages,sa.khar,Hebrew,28,wag
H1157,about/through/for,ba.ad,Hebrew,105,abou
H1280,bar,be.ri.ach,Hebrew,45,bar
H1710,fish,da.gah,Hebrew,15,fish
H4688,depth,me.tso.lah,Hebrew,11,dept
H5488H,reed,suph,Hebrew,4,reed
H5869H,eye: seeing,a.yin,Hebrew,216,eyes
H7095,shape,qe.tsev,Hebrew,3,shap
H7723H,vanity: vain,shav,Hebrew,30,vani
H8415,abyss,te.hom,Hebrew,36,abys
H0155,clothing,ad.de.ret,Hebrew,12,clot
H0705,forty,ar.ba.im,Hebrew,136,fort
H1241,cattle,ba.qar,Hebrew,183,catt
H3972,anything,me.u.mah,Hebrew,32,anyt
H4109,journey,ma.ha.lakh,Hebrew,5,jour
H6629G,flock,tson,Hebrew,271,floc
H6996A,small,qa.tan,Hebrew,46,smal
H4283,morrow,mo.cho.rat,Hebrew,32,morr
H5521,booth,suk.kah,Hebrew,31,boot
H6240,ten,a.sar,Hebrew,339,ten
H6738,shadow,tsel,Hebrew,49,shad
H6921,east,qa.dim,Hebrew,69,east
H6924G,front: east,qe.dem,Hebrew,22,fron
H7021,plant,qi.qa.von,Hebrew,5,plan
H7837,dawn,sha.char,Hebrew,26,dawn
H8121,sun,she.mesh,Hebrew,134,sun
H8438B,worm,to.le.ah,Hebrew,39,worm
H0400,food,o.khel,Hebrew,43,food
H0406,farmer,ik.kar,Hebrew,7,farm
H0650,channel,a.phiq,Hebrew,19,chan
H0697,locust,ar.beh,Hebrew,24,locu
H0738B,lion,ar.yeh,Hebrew,53,lion
H1330,virgin,be.tu.lah,Hebrew,50,virg
H1501,locust,ga.zam,Hebrew,3,locu
H1612,vine,ge.phen,Hebrew,55,vine
H2205G,old: elder,za.qen,Hebrew,131,olde
H2406,wheat,chit.tah,Hebrew,30,whea
H2625,locust,cha.sil,Hebrew,6,locu
H3218,locust,ye.leq,Hebrew,9,locu
H3548,priest,ko.hen,Hebrew,750,prie
H3833C,lion,la.vi,Hebrew,11,lion
H4053,clod,meg.ra.phah,Hebrew,1,clod
H4057B,wilderness,mid.bar,Hebrew,269,wild
H4196,altar,miz.be.ach,Hebrew,407,alta
H4460,granary,mam.me.gu.rot,Hebrew,1,gran
H4829,pasture,mir.eh,Hebrew,13,past
H4973,jaw,me.tal.le.ot,Hebrew,3,jaw
H4999,habitation,na.vah,Hebrew,12,habi
H5739,flock,e.der,Hebrew,38,floc
H6071,sweet,a.sis,Hebrew,5,swee
H7105A,harvest,qa.tsir,Hebrew,49,harv
H7416,pomegranate,rim.mon,Hebrew,32,pome
H7910,drunken,shik.kor,Hebrew,13,drun
H8127G,tooth,shen,Hebrew,40,toot
H8184,barley,se.o.rah,Hebrew,34,barl
H8299,tendril,sa.rig,Hebrew,3,tend
H8384,fig,te.e.nah,Hebrew,39,fig
H8492,new wine,ti.rosh,Hebrew,38,neww
H8598,apple,tap.pu.ach,Hebrew,6,appl
H0734,way,o.rach,Hebrew,61,way
H0889,stench,be.osh,Hebrew,3,sten
H0899B,garment,be.ged,Hebrew,218,garm
H1590,thief,gan.nav,Hebrew,17,thie
H1637,threshing floor,go.ren,Hebrew,39,thre
H1653,rain,ge.shem,Hebrew,35,rain
H1870L,way: journey,de.rekh,Hebrew,158,wayj
H2205H,old,za.qen,Hebrew,50,old
H2315,chamber,che.der,Hebrew,38,cham
H2384,vision,chiz.za.von,Hebrew,9,visi
H2474,window,chal.lon,Hebrew,34,wind
H2646,canopy,chup.pah,Hebrew,3,cano
H2860,son-in-law,cha.tan,Hebrew,20,soni
H3243J,suckling-baby,ya.naq,Hebrew,32,suck
H3342,wine,ye.qev,Hebrew,16,wine
H3394,moon,ya.re.ach,Hebrew,27,moon
H3618G,daughter-in-law: bride,kal.lah,Hebrew,17,daug
H3851,flame,la.hav,Hebrew,12,flam
H4175,rain/teacher,mo.reh,Hebrew,7,rain
H4264,camp,ma.cha.neh,Hebrew,215,camp
H4456,spring rain,mal.qosh,Hebrew,8,spri
H4546,highway,me.sil.lah,Hebrew,27,high
H4818,chariot,mer.ka.vah,Hebrew,44,char
H5051,brightness,no.gah,Hebrew,19,brig
H5490,end,soph,Hebrew,5,end
H5768,infant,o.lel,Hebrew,20,infa
H6051,cloud,a.nan,Hebrew,87,clou
H6205,cloud,a.ra.phel,Hebrew,15,clou
H6227,smoke,a.shan,Hebrew,25,smok
H6289,pale,pa.rur,Hebrew,2,pale
H6709,stench,tsa.cha.nah,Hebrew,1,sten
H6723,dryness,tsiy.yah,Hebrew,16,dry
H6830,northern,tse.pho.ni,Hebrew,1,nort
H6931G,eastern,qad.mo.ni,Hebrew,6,east
H7179,stubble,qash,Hebrew,16,stub
H7218I,head: top,rosh,Hebrew,95,head
H7704M,field,sa.day,Hebrew,12,fiel
H7782,trumpet,sho.phar,Hebrew,72,trum
H7973,blade,she.lach,Hebrew,8,blad
H8198,maidservant,shiph.chah,Hebrew,63,maid
H8300,survivor,sa.rid,Hebrew,31,surv
H8490,column,ti.ma.rah,Hebrew,2,colu
H1366G,border: boundary,ge.vul,Hebrew,153,bord
H1389I,hill,giv.ah,Hebrew,67,hill
H1552,border,ge.li.lah,Hebrew,5,bord
H1576,recompense,ge.mul,Hebrew,19,reco
H2461,milk,cha.lav,Hebrew,44,milk
H2742B,decision,cha.ruts,Hebrew,2,deci
H4038,sickle,mag.gal,Hebrew,2,sick
H4120,haste,me.he.rah,Hebrew,20,hast
H4211,pruner,maz.me.rah,Hebrew,4,prun
H4599,spring,ma.yan,Hebrew,23,spr
H6010N,Valley [of Kidron],e.meq,Hebrew,2,vall
H6010R,valley,e.meq,Hebrew,36,vall
H7031,swift,qal,Hebrew,13,swif
H7420,spear,ro.mach,Hebrew,15,spea
H7622,captivity,she.vit,Hebrew,65,capt
H0343,calamity,ed,Hebrew,24,cala
H0349A,how?,ekh,Hebrew,61,how
H1546,captivity,ga.lut,Hebrew,15,capt
H2288,cleft,cha.ga.vim,Hebrew,3,clef
H2426,rampart,chel,Hebrew,9,ramp
H3069,YHWH/God,ye.ho.vih,Hebrew,306,yhwh
H3541,thus,koh,Hebrew,577,thu
H3899H,food: bread,le.chem,Hebrew,224,food
H5235,misfortune,ne.kher,Hebrew,2,misf
H5237,foreign,nokh.ri,Hebrew,48,fore
H5404,eagle,ne.sher,Hebrew,26,eagl
H5553H,crag,se.la,Hebrew,56,crag
H5955,gleaning,o.le.lot,Hebrew,6,glea
H6412A,survivor,pa.lit,Hebrew,19,surv
H6993,slaughter,qe.tel,Hebrew,1,slau
H6996B,small,qa.ton,Hebrew,36,smal
H7064,nest,qen,Hebrew,13,nest
H8179G,gate,sha.ar,Hebrew,353,gate
H0868,wages,et.nan,Hebrew,11,wag
H1516R,valley,gay,Hebrew,36,vall
H1749,wax,do.nag,Hebrew,4,wax
H3284,ostrich,ya.a.nah,Hebrew,8,ostr
H3754,vineyard,ke.rem,Hebrew,92,vine
H4174,descent,mo.rad,Hebrew,6,desc
H4302,plantation,mat.ta,Hebrew,9,plan
H4393,fullness,me.lo,Hebrew,38,full
H7409,steed,re.khesh,Hebrew,4,ste
H7758,barefoot,sho.lal,Hebrew,6,bare
H8577A,jackal,tan,Hebrew,14,jack
H0216,light,or,Hebrew,121,ligh
H0518I,if: surely yes,im,Hebrew,81,ifsu
H0865,previously,et.mol,Hebrew,8,prev
H1699A,pasture,do.ver,Hebrew,2,past
H4136,opposite,mul,Hebrew,36,oppo
H4611,deed,ma.a.lal,Hebrew,47,deed
H4904,bed,mish.kav,Hebrew,46,bed
H4940,family,mish.pa.chah,Hebrew,306,fami
H7611,remnant,she.e.rit,Hebrew,66,remn
H7728,backsliding,sho.vev,Hebrew,3,back
H8008,garment,sal.mah,Hebrew,16,garm
H8432,midst,ta.vekh,Hebrew,424,mids
H2374,seer,cho.zeh,Hebrew,17,seer
H5518A,pot,sir,Hebrew,29,pot
H5785,skin,or,Hebrew,99,skin
H7037,caldron,qal.la.chat,Hebrew,2,cald
H7810,bribe,sho.chad,Hebrew,23,brib
H8222,mustache,sa.pham,Hebrew,5,must
H1270,iron,bar.zel,Hebrew,76,iron
H2595,spear,cha.nit,Hebrew,50,spea
H5995,sheaf,a.mir,Hebrew,4,shea
H6076A,hill,o.phel,Hebrew,3,hill
H6541,hoof,par.sah,Hebrew,21,hoof
H7151,town,qir.yah,Hebrew,29,town
H2919,dew,tal,Hebrew,31,dew
H3715A,lion,ke.phir,Hebrew,31,lion
H3895H,jaw,le.chi,Hebrew,20,jaw
H4163,going forth,mo.tsa.ah,Hebrew,2,goin
H5483M,horse,sus,Hebrew,139,hors
H6212,vegetation,e.sev,Hebrew,33,vege
H6607,entrance,pe.tach,Hebrew,164,entr
H6924H,front: old,qe.dem,Hebrew,32,fron
H7241,shower,re.vi.vim,Hebrew,6,show
H7626G,tribe: staff,she.vet,Hebrew,52,trib
H8083,eight,she.mo.neh,Hebrew,109,eigh
H0068H,stone: weight,e.ven,Hebrew,13,ston
H1121L,son: aged,ben,Hebrew,178,sona
H2132H,olive,za.yit,Hebrew,35,oliv
H2708,statute,chuq.qah,Hebrew,104,stat
H3445,emptiness,ye.shach,Hebrew,1,empt
H3599,purse,kis,Hebrew,8,purs
H3976,balance,mo.zen,Hebrew,15,bala
H4294G,tribe: rod,mat.teh,Hebrew,59,trib
H5158A,torrent: river,na.chal,Hebrew,70,torr
H5695,calf,e.gel,Hebrew,35,calf
H7233,myriad,re.va.vah,Hebrew,22,myri
H7332,leanness,ra.zon,Hebrew,3,lean
H0441A,tame,al.luph,Hebrew,9,tame
H0517,mother,em,Hebrew,220,moth
H0625,gathering,o.seph,Hebrew,3,gath
H0811,cluster,esh.kol,Hebrew,9,clus
H0910,isolation,ba.dad,Hebrew,11,isol
H1063,early fig,bak.ku.rot,Hebrew,4,earl
H1210,vintage,ba.tsir,Hebrew,8,vint
H2312,briar,che.deq,Hebrew,2,bria
H2351,outside,chuts,Hebrew,164,outs
H2545,mother-in-law,cha.mot,Hebrew,11,moth
H2916,mud,tit,Hebrew,13,mud
H3618H,daughter-in-law,kal.lah,Hebrew,17,daug
H3759,plantation,kar.mel,Hebrew,20,plan
H3998,confusion,me.vu.khah,Hebrew,2,conf
H4534,hedge,me.su.khah,Hebrew,1,hedg
H5175,serpent,na.chash,Hebrew,31,serp
H7019,summer,qa.yits,Hebrew,20,summ
H7966,recompense,shil.lum,Hebrew,3,reco
H0802H,woman: wife,ish.shah,Hebrew,442,woma
H2344,sand,chol,Hebrew,23,sand
H6010M,Valley [of Jezreel],e.meq,Hebrew,4,vall
H0866,wages,et.nah,Hebrew,1,wag
H2282,feast,chag,Hebrew,62,feas
H2320H,month: new moon,cho.desh,Hebrew,27,mont
H2484,jewelry,chel.yah,Hebrew,1,jewe
H4150H,meeting: festival,mo.ed,Hebrew,31,meet
H5141,ring,ne.zem,Hebrew,17,ring
H5410B,path,ne.ti.vah,Hebrew,20,path
H5518B,thorn,sir,Hebrew,5,thor
H5775,bird,oph,Hebrew,71,bird
H6010G,Valley [of Achor],e.meq,Hebrew,5,vall
H6785,wool,tse.mer,Hebrew,16,wool
H7431,creeping,re.me.s,Hebrew,17,cree
H8250,drink,shiq.quy,Hebrew,2,drin
H0646,ephod,e.phod,Hebrew,49,epho
H0809,raisin bun,a.shi.shah,Hebrew,5,rais
H6025,grape,e.nav,Hebrew,19,grap
H3532,lamb,ke.ve.s,Hebrew,107,lamb
H3839,poplar,liv.neh,Hebrew,2,popl
H4731,rod,maq.qel,Hebrew,18,rod
H4800,broad,mer.chav,Hebrew,6,broa
H5435,liquor,so.ve,Hebrew,3,liqu
H6510,heifer,pa.rah,Hebrew,26,heif
H2689,trumpet,cha.tso.tse.rah,Hebrew,29,trum
H6341A,snare,pach,Hebrew,25,snar
H7626H,tribe,she.vet,Hebrew,136,trib
H7819B,slaughtering,sha.cha.tah,Hebrew,1,slau
H7826,lion,sha.chal,Hebrew,7,lion
H8433A,rebuke,to.khe.chah,Hebrew,4,rebu
H1870K,way: road,de.rekh,Hebrew,144,wayr
H7992,third,she.li.shi,Hebrew,110,thir
H1217,dough,ba.tseq,Hebrew,5,doug
H3123,dove,yo.nah,Hebrew,34,dove
H5692,bun,u.gah,Hebrew,7,bun
H5712,congregation,e.dah,Hebrew,149,cong
H7872,greyheaded,se.vah,Hebrew,19,grey
H8574H,oven,tan.nur,Hebrew,13,oven
H0759H,citadel: fortress,ar.mon,Hebrew,19,cita
H2441,palate,chekh,Hebrew,18,pala
H5492A,whirlwind,su.phah,Hebrew,15,whir
H6780,branch,tse.mach,Hebrew,12,bran
H7058,flour,qe.mach,Hebrew,14,flou
H1187,Baal of Peor,ba.al pe.or,Hebrew,12,baal
H2032,conception,he.ra.von,Hebrew,3,conc
H2336,thistle,cho.ach,Hebrew,12,this
H3352,fowler,ya.qosh,Hebrew,1,fowl
H5116A,pasture,na.veh,Hebrew,36,past
H7057,nettle,qim.mo.s,Hebrew,2,nett
H1863,thistle,dar.dar,Hebrew,2,this
H3602,thus,ka.khah,Hebrew,37,thu
H3649,pagan priest,ko.mer,Hebrew,3,paga
